sira,sure,ayet,metin,hoca
3465,30,56,"The response of those who chose the belief and [in consequence] got the knowledge will be: ""According to the book of God [and unlike your relative impression of the passage of time] you lived a full life till this Day of your resurrection. However, you did not realize it [and missed your opportunity.]""",Bijan Moeinian
3466,30,57,"On that Day, no excuse of the wrongdoers will be accepted; nor will they be given any opportunity to please the Lord.",Bijan Moeinian
3467,30,58,"In this Qur'an, I (God) have cited every sort of arguments [aimed at different people at different levels]. However, no matter what kind of miracle or reasoning you come up with, the disbelievers will say that you are on the wrong path.",Bijan Moeinian
3468,30,59,This is why God seals the hearts of those who refuse the knowledge [so that they slide further toward the darkness as a punishment for their refusal. ],Bijan Moeinian
3469,30,60,Be patient; know that God's promise is true and do not be intimidated by those who have lost their opportunity to believe.,Bijan Moeinian
3470,31,1,A. L.M.,Bijan Moeinian
3471,31,2,Hereby you are witnessing the verses of the most wise book (Qur’an).,Bijan Moeinian
3472,31,3,This book is guidance and a mercy of God offered to those who do good things for mankind.,Bijan Moeinian
3473,31,4,"The latter are those who worship God on regular basis, devote a part of their income/ abilities to charitable actions and prepare themselves for their eternal life which follows this earthly life.",Bijan Moeinian
3474,31,5,"The above mentioned people are the one who will continue receiving guidance from their Lord and are the ""real"" successful ones [in spite of the fact that they may not succeed in gathering wealth, power, etc. in this world].",Bijan Moeinian
3475,31,6,"As to those talented speakers who use their appealing jokes while delivering fiery but meaningless speeches to divert people from the straight path of God, an awful punishment is waiting for them.",Bijan Moeinian
3476,31,7,"To these people who turn from God’s words when recited to them and do not listen to it as though they are deaf, let (Mohammad) them know what a painful punishment is in reserve for them.",Bijan Moeinian
3477,31,8,"Those who believe and do good things, they will be welcomed in the gardens of Paradise.",Bijan Moeinian
3478,31,9,"They will live in Paradise forever; this is a true promise of God. God is Almighty, the Most Wise.",Bijan Moeinian
3479,31,10,"God is the One Who has created the heavens without any visible pillar. On the earth, He has set the mountains (to regulate the movement of the earth), scattered all kinds of animals and sent down rainwater from the sky to cause a variety of vegetation to grow.",Bijan Moeinian
3480,31,11,Such is the creation of God; now show Me what those whom you worship beside God have created. The fact of the matter is that these wicked people have chosen an obvious false ideology.,Bijan Moeinian
3481,31,12,"As to LoghmanI enjoined wisdom upon him so that he may thank God. Whoever is thankful to God, he is kind to his own soul; whoever chooses to be ungrateful, [he has chosen to hurt his own soul and] should know that God is not in need of anyone’s gratefulness as He is Self-Sufficient and is being praised [more than enough by His angels.]",Bijan Moeinian
3482,31,13,"I want you to know about Loghman’s advising his son: ""My son, do not worship anyone except God. The truth is that raising the others to the level of God is a great injustice.""",Bijan Moeinian
3483,31,14,"Now that the subject centers around the children’s’ obedience, ] I have Myself made it a duty for the mankind to show the utmost respect toward his parents; especially the mother. She bears him while being always sick [due to the nature of the pregnancy.] Then it takes two years of intensive care of the mother so that the baby turns into a child. [That is why I say:] ""Be grateful to your Lord and your parents."" Know that to Me is your return.",Bijan Moeinian
3484,31,15,"The only time that you should not obey your parents is when they ask you to worship the others beside God. In such a case, be kind to them but follow the path of those who have submitted themselves to their Lord. Know that you will eventually return to Me and [you do not want to beembarrassed when] I will inform you of what you have been doing with your life.",Bijan Moeinian
3485,31,16,"continuing his advice, Loghman said:] "" O my son, even a tiny thing, as small as a mustard seed, hidden inside a stone, anywhere in the universe, can not escape the Lord’s knowledge and grasp; He is the Most Supreme, the Most Knowledgeable.",Bijan Moeinian
3486,31,17,"""O’ my son, worship the Lord regularly & frequently, invite people to do the good deeds and prevent them of wrongdoings and work on your patience. These are the noble characteristics.""",Bijan Moeinian
3487,31,18,"""Do not treat people with arrogance and do not walk proudly on the earth [an excellent advice for people with the colonialist attitude]. Know that God does not like proud people.""",Bijan Moeinian
3488,31,19,"""Walk in a humble manner and do not talk loud; the most disgraceful of all voices is the loud voice of a donkey. """,Bijan Moeinian
3489,31,20,Do you not see that God has put at your disposal whatever is in the earth and the heavens? Do you not see that God has showered you with visible and invisible favors? What a shame that there are some people who argue about [the existence or characteristics of] God without having any knowledge and background about this subject.,Bijan Moeinian
