Sıra,Sure,Ayet,Metin,Hoca
3792,37,4,(1-5) Sıra Sıra duran ve önlerindekini sürdükçe süren ve Allah’ı andıkça anan meleklere and,Diyanet 1961
3793,37,5,(1-5) Sıra Sıra duran ve önlerindekini sürdükçe süren ve Allah’ı andıkça anan meleklere and,Diyanet 1961
3794,37,6,"Şüphesiz Biz, yakın göğü bir süsle, yıldızlarla süsledik.",Diyanet 1961
3795,37,7,"Onu, inatçı her türlü şeytandan koruduk.",Diyanet 1961
3796,37,8,(8-9) Onlar yüce alemi asla dinleyemezler. Her yönden kovularak atılırlar. Onlara sürekli bir,Diyanet 1961
3797,37,9,(8-9) Onlar yüce alemi asla dinleyemezler. Her yönden kovularak atılırlar. Onlara sürekli bir,Diyanet 1961
3798,37,10,Hele bir tek söz kapan olsun; delici bir alev onun peşine düşüverir.,Diyanet 1961
3799,37,11,"Allah’a eş koşanlara sor: Kendilerini yaratmak mı daha zordur, yoksa Bizim yarattığımız",Diyanet 1961
3800,37,12,"Evet; sen onlara şaşıyorsun, onlar da seni alaya alıyorlar.",Diyanet 1961
3801,37,13,Onlara öğüt verildiğinde öğüt dinlemezler.,Diyanet 1961
3802,37,14,Bir mucize gördüklerinde onu eğlenceye alırlar.,Diyanet 1961
3803,37,15,"(15-17) ’Bu apaçık bir sihirdir; öldüğümüz, toprak ve kemik olduğumuz zaman, önceki",Diyanet 1961
3804,37,16,"(15-17) ’Bu apaçık bir sihirdir; öldüğümüz, toprak ve kemik olduğumuz zaman, önceki",Diyanet 1961
3805,37,17,"(15-17) ’Bu apaçık bir sihirdir; öldüğümüz, toprak ve kemik olduğumuz zaman, önceki",Diyanet 1961
3806,37,18,De ki: 'Evet hem de zelil ve hakir olarak.',Diyanet 1961
3807,37,19,Tek bir çığlık. Hemen bakıp kalırlar.,Diyanet 1961
3808,37,20,Şöyle derler: 'Vay bize! İşte bu ceza günüdür.’,Diyanet 1961
3809,37,21,"Onlara: ’îşte bu, yalanladığınız hüküm günüdür’ denir.",Diyanet 1961
3810,37,22,"(22-23) İlgililere şöyle emredilir: 'Zulmedenleri, onlarla işbirliği edenleri ve Allah’ı bırakıp",Diyanet 1961
3811,37,23,"(22-23) İlgililere şöyle emredilir: 'Zulmedenleri, onlarla işbirliği edenleri ve Allah’ı bırakıp",Diyanet 1961
3812,37,24,'Onları durdurun; çünkü kendilerinden daha da sorulacaktır.’,Diyanet 1961
3813,37,25,Şöyle sorulur: 'Size ne oldu ki birbirinizle yardımlaşmıyorsunuz?',Diyanet 1961
3814,37,26,Hayır; bugün onların hepsi teslim olmuşlardır.,Diyanet 1961
3815,37,27,Birbirlerine dönüp soruşurlar.,Diyanet 1961
3816,37,28,İleri gelenlerine: 'Doğrusu siz bize sureti hakdan görünürdünüz' derler.,Diyanet 1961
3817,37,29,Onlar da şöyle derler: 'Hayır; siz inanmış kimseler değildiniz.’,Diyanet 1961
3818,37,30,"'Bizim sizin üstünüzde bir nüfuzumuz yoktu. Bilakis, azmış bir millettini z .'",Diyanet 1961
3819,37,31,"’Bu sebeple, Rabbimizin sözü aleyhimizde gerçekleşti, şüphesiz azabı tadacağız.’",Diyanet 1961
3820,37,32,"'Sizi biz azdırmıştık, çünkü kendimiz azgındık'.",Diyanet 1961
3821,37,33,O gün hepsi azabda birleşirler.,Diyanet 1961
3822,37,34,Doğrusu suçlulara böyle yaparız.,Diyanet 1961
3823,37,35,Onlara: 'Allah’tan başka tanrı yoktur' denildiği zaman şüphesiz büyüklenirler.,Diyanet 1961
3824,37,36,'Deli bir şair yüzünden tanrılarımızı mı bırakalım?’ derlerdi.,Diyanet 1961
3825,37,37,"Hayır; o, gerçeği getinniş ve peygamberleri doğrulamıştı.",Diyanet 1961
3826,37,38,Şüphesiz siz can yakıcı azabı tadacaksınız.,Diyanet 1961
3827,37,39,Yaptığınızdan başka birşeyle cezalanmayacaksınız.,Diyanet 1961
3828,37,40,Ancak Allah’a içten bağlı kullar bunun dışındadır.,Diyanet 1961
3829,37,41,"(41-44) İşte bildirilen rızık ve meyveler onlaradır. Nimet cennetlerinde, karşılıklı tahtlar",Diyanet 1961
3830,37,42,"(41-44) İşte bildirilen rızık ve meyveler onlaradır. Nimet cennetlerinde, karşılıklı tahtlar",Diyanet 1961
3831,37,43,"(41-44) İşte bildirilen rızık ve meyveler onlaradır. Nimet cennetlerinde, karşılıklı tahtlar",Diyanet 1961
3832,37,44,"(41-44) İşte bildirilen rızık ve meyveler onlaradır. Nimet cennetlerinde, karşılıklı tahtlar",Diyanet 1961
3833,37,45,"(45-47) Baş ağrısı venneyen, sarhoş etmeyen, içenlere zevk bahşeden bembeyaz bir",Diyanet 1961
3834,37,46,"(45-47) Baş ağrısı venneyen, sarhoş etmeyen, içenlere zevk bahşeden bembeyaz bir",Diyanet 1961
3835,37,47,"(45-47) Baş ağrısı venneyen, sarhoş etmeyen, içenlere zevk bahşeden bembeyaz bir",Diyanet 1961
3836,37,48,"(48-49) Yanlarında, örtülü yumurta gibi (bembeyaz), bakışlarını da yalnız eşlerine çevirmiş",Diyanet 1961
3837,37,49,"(48-49) Yanlarında, örtülü yumurta gibi (bembeyaz), bakışlarını da yalnız eşlerine çevirmiş",Diyanet 1961
3838,37,50,Birbirlerine dönüp sorarlar:,Diyanet 1961
3839,37,51,"(51-53) İçlerinden biri şöyle der: 'Benim bir dostum vardı, bana: 'Sen de mi, ölüp toprak ve",Diyanet 1961
3840,37,52,"(51-53) İçlerinden biri şöyle der: 'Benim bir dostum vardı, bana: 'Sen de mi, ölüp toprak ve",Diyanet 1961
3841,37,53,"(51-53) İçlerinden biri şöyle der: 'Benim bir dostum vardı, bana: 'Sen de mi, ölüp toprak ve",Diyanet 1961
3842,37,54,Yanındakilere: 'Siz onu bilir misiniz?’ der.,Diyanet 1961
3843,37,55,Bir bakar onu cehennemin ortasında görür.,Diyanet 1961
3844,37,56,"Ona der ki: 'Allah'a and olsun ki, az kalsın beni de mahvedecektin.’",Diyanet 1961
3845,37,57,'Eğer Rabbimin lütfü olmasaydı ben de oraya götürülenlerden olurdum.',Diyanet 1961
3846,37,58,(58-59) 'Birinci ölümden sonra bir daha ölmeyeceğiz değil mi? Azap da gönneyeceğiz ha?',Diyanet 1961
3847,37,59,(58-59) 'Birinci ölümden sonra bir daha ölmeyeceğiz değil mi? Azap da görmeyeceğiz ha?',Diyanet 1961
3848,37,60,İşte büyük kurtuluş şüphesiz budur.,Diyanet 1961
3849,37,61,Çalışanlar bunun için çalışsın.,Diyanet 1961
3850,37,62,"Konukluk olarak bu mu iyidir, yoksa zakkum ağacı mı?",Diyanet 1961
3851,37,63,"Biz o ağacı, zalimler için bir dert yaptık.",Diyanet 1961
3852,37,64,"O, cehennemin dibinde çıkan bir ağaçtır.",Diyanet 1961
3853,37,65,Tomurcukları şeytan başı gibidir.,Diyanet 1961
3854,37,66,"İşte cehennemlikler bundan yerler, karınlarını onunla doldururlar.",Diyanet 1961
3855,37,67,"Sonra, üzerine kaynar su katılmış içki şüphesiz onlar içindir.",Diyanet 1961
3856,37,68,Doğrusu sonra dönecekleri yer yine cehennemdir.,Diyanet 1961
3857,37,69,Onlar babalarını şüphesiz sapık kimseler olarak bulmuşlardı.,Diyanet 1961
3858,37,70,Öyleyken yine de onların izlerinden kovalanırcasına koşturuyorlardı.,Diyanet 1961
3859,37,71,"Onlardan önce, evvelki ümmetlerin çoğu, and olsun ki sapıtmıştı.",Diyanet 1961
3860,37,72,"And olsun ki, içlerine uyarıcılar göndermiştik.",Diyanet 1961
3861,37,73,Uyarıldığı halde yola gelmeyenlerin sonunun nasıl olduğuna bir bak!,Diyanet 1961
3862,37,74,"Allah’ın, O'na içten bağlanan kulları bunun dışındadır.",Diyanet 1961
3863,37,75,"And olsun ki, Nuh Bize seslenmişti de duasına ne güzel icabet etmiştik.",Diyanet 1961
3864,37,76,Onu ve ailesini büyük sıkıntıdan kurtarmıştık.,Diyanet 1961
3865,37,77,Ancak onun soyunu sürekli kıldık.,Diyanet 1961
3866,37,78,"(78-79) Sonra gelenler içinde 'Alemlerde, Nuh'a selam olsun' diye ona iyi bir ün bıraktık.",Diyanet 1961
3867,37,79,"(78-79) Sonra gelenler içinde 'Alemlerde, Nuh'a selam olsun’ diye ona iyi bir ün bıraktık.",Diyanet 1961
3868,37,80,İşte Biz iyi davrananları böyle mükafatlandırırız.,Diyanet 1961
3869,37,81,"Doğrusu o, bizim inanmış kullarımızdandı.",Diyanet 1961
3870,37,82,"Sonra, diğerlerini suda boğduk.",Diyanet 1961
3871,37,83,İbrahim de şüphesiz O’nun yolunda olanlardandı.,Diyanet 1961
3872,37,84,Nitekim Rabbine temiz bir kalple geldi.,Diyanet 1961
3873,37,85,İbrahim babasına ve milletine şöyle demişti: 'Nelere kulluk ediyorsunuz?',Diyanet 1961
3874,37,86,'Allah’ı bırakıp uydurma tanrılar mı istiyorsunuz?',Diyanet 1961
3875,37,87,'Alemlerin Rabbi hakkındaki sanınız nedir?',Diyanet 1961
3876,37,88,(88-89) İbrahim yıldızlara bir göz attı ve 'Ben rahatsızım’ dedi.,Diyanet 1961
3877,37,89,(88-89) İbrahim yıldızlara bir göz attı ve 'Ben rahatsızım’ dedi.,Diyanet 1961
3878,37,90,Onu bırakıp gittiler.,Diyanet 1961
3879,37,91,(91-92) O da onların tanrılarına gizlice yönelip: 'Sundukları yiyecekleri yemiyor musunuz?,Diyanet 1961
3880,37,92,(91-92) O da onların tanrılarına gizlice yönelip: 'Sundukları yiyecekleri yemiyor musunuz?,Diyanet 1961
3881,37,93,"Sonunda, üzerlerine yürüyüp kuvvetle vurdu.",Diyanet 1961
3882,37,94,Bunun üzerine putperestler koşarak ona geldiler.,Diyanet 1961
3883,37,95,"(95-96) İbrahim onlara şöyle söyledi: 'Yonttuğunuz şeylere mi tapıyorsunuz? Oysa sizi de,",Diyanet 1961
3884,37,96,"(95-96) İbrahim onlara şöyle söyledi: 'Yonttuğunuz şeylere mi tapıyorsunuz? Oysa sizi de,",Diyanet 1961
3885,37,97,Putperestler: 'Onun için bir yapı yapın da onu oradan ateşin içine atın’ dediler.,Diyanet 1961
3886,37,98,"Ona düzen kurmak istediler, ama Biz onları altettik.",Diyanet 1961
3887,37,99,İbrahim: 'Doğrusu ben Rabbim uğrunda sizi bırakıp gidiyorum; O beni doğru yola eriştirir’,Diyanet 1961
3888,37,100,'Rabbim! Bana iyilerden olacak bir çocuk ver’ diye yalvardı.,Diyanet 1961
3889,37,101,Biz de ona yumuşak huylu bir oğlan müjdeledik.,Diyanet 1961
3890,37,102,Çocuk kendisinin yanısıra yürümeye başlayınca: 'Ey oğulcuğum! Doğrusu ben uykuda iken,Diyanet 1961
3891,37,103,"(103-105) Böylece ikisi de Allah’ a teslimiyet gösterip, babası oğlunu alm üzerine yatırınca",Diyanet 1961
3892,37,104,"(103-105) Böylece ikisi de Allah' a teslimiyet gösterip, babası oğlunu alm üzerine yatırınca",Diyanet 1961
3893,37,105,"(103-105) Böylece ikisi de Allah' a teslimiyet gösterip, babası oğlunu alm üzerine yatırınca",Diyanet 1961
3894,37,106,Doğrusu bu apaçık bir deneme idi.,Diyanet 1961
3895,37,107,Ona fidye olarak büyük bir kurbanlık verdik.,Diyanet 1961
3896,37,108,(108-109) Sonra gelenler içinde 'İbrahim’e selam olsun' diye ona iyi bir ün bıraktık.,Diyanet 1961
3897,37,109,(108-109) Sonra gelenler içinde 'İbrahim’e selam olsun’ diye ona iyi bir ün bıraktık.,Diyanet 1961
3898,37,110,İşte iyileri böylece mükafatlandırırız.,Diyanet 1961
3899,37,111,"Doğrusu o, inanmış kullarımızdandı.",Diyanet 1961
3900,37,112,"Ona, iyilerden olan İshak'ı peygamber olarak müjdeledik.",Diyanet 1961
3901,37,113,"Kendisini ve İshak'ı mübarek kıldık; ikisinin soyundan iyi olan da vardır, açıktan açığa",Diyanet 1961
3902,37,114,And olsun ki Musa ve Harun'a da iyilikte bulunmuştuk.,Diyanet 1961
3903,37,115,İkisini ve milletlerini büyük bir sıkıntıdan kurtarmıştık.,Diyanet 1961
3904,37,116,Onlara yardım etmiştik de üstün gelmişlerdi.,Diyanet 1961
3905,37,117,"Her İkisine de, apaçık anlaşılan bir Kitap vermiştik.",Diyanet 1961
3906,37,118,Her ikisini de doğru yola eriştirmiştik.,Diyanet 1961
3907,37,119,(119-120) Sonra gelenler içinde 'Musa ve Harun'a selam olsun' diye iyi birer ün bıraktık.,Diyanet 1961
3908,37,120,(119-120) Sonra gelenler içinde 'Musa ve Harun'a selam olsun' diye iyi birer ün bıraktık.,Diyanet 1961
3909,37,121,"Doğrusu Biz, iyileri böylece mükafatlandırırız.",Diyanet 1961
3910,37,122,İkisi de şüphesiz inanmış kullarımızdandı.,Diyanet 1961
3911,37,123,Doğrusu îlyas da peygamberlerdendir.,Diyanet 1961
3912,37,124,(124-126) Milletine: 'Allah’a karşı gelmekten sakınmaz mısınız? Biçim verenlerin en iyisi,Diyanet 1961
3913,37,125,(124-126) Milletine: 'Allah’a karşı gelmekten sakınmaz mısınız? Biçim verenlerin en iyisi,Diyanet 1961
3914,37,126,(124-126) Milletine: 'Allah’a karşı gelmekten sakınmaz mısınız? Biçim verenlerin en iyisi,Diyanet 1961
3915,37,127,"(127-128) Bunun üzerine onu yalanlamışlardı. Allah’ın O’na içten bağlı kulları bir yana,",Diyanet 1961
3916,37,128,"(127-128) Bunun üzerine onu yalanlamışlardı. Allah’ın O’na içten bağlı kulları bir yana,",Diyanet 1961
3917,37,129,"(129-130) Sonra gelenler içinde, ’İlyas'a selam olsun' diye bir ün bıraktık.",Diyanet 1961
3918,37,130,"(129-130) Sonra gelenler içinde, ’İlyas'a selam olsun' diye bir ün bıraktık.",Diyanet 1961
3919,37,131,Doğrusu Biz iyileri böylece mükafatlandırırız.,Diyanet 1961
3920,37,132,"O, inanını ş kullarımızdand ı.",Diyanet 1961
3921,37,133,Şüphesiz Lut da peygamberlerdendir.,Diyanet 1961
3922,37,134,"(134-135) Geridekiler arasında kalan yaşlı bir kadın dışında, Lut'u ve ailesinin hepsini",Diyanet 1961
3923,37,135,"(134-135) Geridekiler arasında kalan yaşlı bir kadın dışında, Lut'u ve ailesinin hepsini",Diyanet 1961
3924,37,136,Sonra diğerlerini yok etmiştik.,Diyanet 1961
3925,37,137,"(137-138) Sabah akşam, onların yerleri üzerinden geçersiniz. Akletmez misini z ?",Diyanet 1961
3926,37,138,"(137-138) Sabah akşam, onların yerleri üzerinden geçersiniz. Akletmez misiniz?",Diyanet 1961
3927,37,139,Doğrusu Yunus da peygamberlerdendir.,Diyanet 1961
3928,37,140,Dolu bir gemiye kaçmıştı.,Diyanet 1961
3929,37,141,"Gemide olanlarla karşılıklı kura çekmişti de yenilenlerden olmuştu, bu sebeple denize",Diyanet 1961
3930,37,142,Kendini kınarken onu bir balık yutmuştu.,Diyanet 1961
3931,37,143,"(143-144) Eğer Allah’ı teşbih edenlerden olmasaydı, tekrar diriltilecek güne kadar balığın",Diyanet 1961
3932,37,144,"(143-144) Eğer Allah’ı teşbih edenlerden olmasaydı, tekrar diriltilecek güne kadar balığın",Diyanet 1961
3933,37,145,Halsiz bir halde iken kendisini sahile çıkardık.,Diyanet 1961
3934,37,146,"Onun için, geniş yapraklı bir bitki yetiştirdik.",Diyanet 1961
3935,37,147,"Onu, yüzbin veya daha çok kişiye peygamber olarak gönderdik.",Diyanet 1961
3936,37,148,"Sonunda ona inandılar, bunun üzerine Biz de onları bir süreye kadar geçindirdik.",Diyanet 1961
3937,37,149,"Putperestlere sor, kızlar senin Rabbinin de erkekler onların mı?",Diyanet 1961
3938,37,150,Yoksa melekleri kız olarak yarattığımızda onlar hazır mı idiler?,Diyanet 1961
3939,37,151,"(151-152) Dikkat edin; doğrusu onlar yalan uydurup söylüyorlar, 'Allah doğurdu' diyorlar.",Diyanet 1961
3940,37,152,"(151-152) Dikkat edin; doğrusu onlar yalan uydurup söylüyorlar, 'Allah doğurdu' diyorlar.",Diyanet 1961
3941,37,153,"Allah kızları, oğullara tercih mi etmiş?",Diyanet 1961
3942,37,154,Ne oluyorsunuz? Ne biçim hükmediyorsunuz?,Diyanet 1961
3943,37,155,Hiç düşünmez misiniz?,Diyanet 1961
3944,37,156,Yoksa apaçık bir delilini z mi var?,Diyanet 1961
3945,37,157,"Doğru sözlülerden iseniz, kitabınızı getirin bakalım.",Diyanet 1961
3946,37,158,"Allah’la cinler (melekler) arasında da bir soy bağı icadettiler. And olsun ki, cinler de,",Diyanet 1961
3947,37,159,Allah onların vasıflandırmalarından münezzehtir.,Diyanet 1961
3948,37,160,Allah’ın içten bağlı kulları bunların dışındadır.,Diyanet 1961
3949,37,161,"(161-163) Sizler ve taptığınız şeyler, cehenneme girecek kimseden başkasını Allah'a karşı",Diyanet 1961
3950,37,162,"(161-163) Sizler ve taptığınız şeyler, cehenneme girecek kimseden başkasını Allah'a karşı",Diyanet 1961
3951,37,163,"(161-163) Sizler ve taptığınız şeyler, cehenneme girecek kimseden başkasını Allah’a karşı",Diyanet 1961
3952,37,164,(164-166) Melekler şöyle derler: 'Bizim her birimizin bilinen bir makamı vardır. Şüphesiz,Diyanet 1961
3953,37,165,(164-166) Melekler şöyle derler: 'Bizim her birimizin bilinen bir makamı vardır. Şüphesiz,Diyanet 1961
3954,37,166,(164-166) Melekler şöyle derler: 'Bizim her birimizin bilinen bir makamı vardır. Şüphesiz,Diyanet 1961
3955,37,167,"(167-169) Putperestler: 'Öncekilerde olduğu gibi bizde de bir kitap olsaydı, Allah’ın O’na",Diyanet 1961
3956,37,168,"(167-169) Putperestler: 'Öncekilerde olduğu gibi bizde de bir kitap olsaydı, Allah’ın O’na",Diyanet 1961
3957,37,169,"(167-169) Putperestler: 'Öncekilerde olduğu gibi bizde de bir kitap olsaydı, Allah’ın O’na",Diyanet 1961
3958,37,170,Böyleyken O’nu inkar ettiler. Ama bileceklerdir.,Diyanet 1961
3959,37,171,"And olsun ki, peygamber kullarımıza söz vermişizdir.",Diyanet 1961
3960,37,172,Onlar şüphesiz yardım göreceklerdir.,Diyanet 1961
3961,37,173,Bizim ordumuz şüphesiz üstün gelecektir.,Diyanet 1961
3962,37,174,Bir süreye kadar onlara aldırış etme.,Diyanet 1961
3963,37,175,"Onlara inecek azabı gözetle, onlar da göreceklerdir.",Diyanet 1961
3964,37,176,Azabımıza uğramakta acele mi ediyorlar?,Diyanet 1961
3965,37,177,"O azap, yurtlarına indiğinde, uyarılan fakat yola gelmeyenlerin sabahı ne kötü olur!",Diyanet 1961
3966,37,178,Bir süreye kadar onlardan yüz çevir.,Diyanet 1961
3967,37,179,"İnecek azabı gözetle, onlar da göreceklerdir.",Diyanet 1961
3968,37,180,"Senin güçlü olan Rabbin, onların vasıflandırmalarından münezzehtir.",Diyanet 1961
3969,37,181,"Ve selam, peygamberleredir.",Diyanet 1961
3970,37,182,Hamd de Alemlerin Rabbi Allah'adır.,Diyanet 1961
3971,38,1,"(1-2) Sad. Öğüt veren Kuran'a and olsun ki, inkar edenler gurur ve ayrılık içindedirler.",Diyanet 1961
3972,38,2,"(1-2) Sad. Öğüt veren Kuran'a and olsun ki, inkar edenler gurur ve ayrılık içindedirler.",Diyanet 1961
3973,38,3,Onlardan önce nice nesilleri yok ettik. Feryat ediyorlardı; oysa artık kurtulma zamanı,Diyanet 1961
3974,38,4,"(4-5) Aralarından bir uyarıcının gelmesine şaşmışlardı. İnkarcılar: 'Bu, pek yalancı bir",Diyanet 1961
3975,38,5,"(4-5) Aralarından bir uyarıcının gelmesine şaşmışlardı. İnkarcılar: 'Bu, pek yalancı bir",Diyanet 1961
3976,38,6,"(6-8) Onlardan ileri gelenler: 'Yürüyün, tanrılarınıza bağlılıkta direnin, sizden istenen",Diyanet 1961
3977,38,7,"(6-8) Onlardan ileri gelenler: 'Yürüyün, tanrılarınıza bağlılıkta direnin, sizden istenen",Diyanet 1961
3978,38,8,"(6-8) Onlardan ileri gelenler: 'Yürüyün, tanrılarınıza bağlılıkta direnin, sizden istenen",Diyanet 1961
3979,38,9,"Yoksa, güçlü ve çok ihsan sahibi olan Rabbinin rahmet hâzineleri onların yanında mıdır?",Diyanet 1961
3980,38,10,"Yahut, göklerin, yerin ve ikisi arasında bulunanların hükümranlığı onların elinde midir?",Diyanet 1961
3981,38,11,Onlar burada takım takım bozguna uğramış perişan bir ordudur.,Diyanet 1961
3982,38,12,"(12-13) Onlardan önce Nuh milleti, Ad, sarsılmaz bir saltanatın sahibi Firavun, Semud, Lut",Diyanet 1961
3983,38,13,"(12-13) Onlardan önce Nuh milleti, Ad, sarsılmaz bir saltanatın sahibi Firavun, Semud, Lut",Diyanet 1961
3984,38,14,Hepsi peygamberleri yalanladı da azabımı hakettiler.,Diyanet 1961
3985,38,15,"Bunlar da ancak, bir an gecikmesi olmayan tek bir çığlık beklemektedirler.",Diyanet 1961
3986,38,16,Onlar ise ’Rabbimiz! Bizim payımızı hesap gününden önce ver’ derler.,Diyanet 1961
3987,38,17,"Onların söylediklerine sabret; güçlü kulumuz Davud'u an; o, daima Allah’a yönelirdi.",Diyanet 1961
3988,38,18,"(18-19) Doğrusu Biz, akşam sabah onunla beraber teşbih eden dağları, kuşları da toplu halde",Diyanet 1961
3989,38,19,"(18-19) Doğrusu Biz, akşam sabah onunla beraber teşbih eden dağları, kuşları da toplu halde",Diyanet 1961
