Sıra,Sure,Ayet,Metin,Hoca
2508,21,25,vemâ erselnâ min ḳablike mir rasûlin illâ nûḥî ileyhi ennehû lâ ilâhe illâ ene fa`budûn.,Abay Yazılışı
2509,21,26,veḳâlu-tteḫaẕe-rraḥmânu veleden subḥâneh. bel `ibâdum mukramûn.,Abay Yazılışı
2510,21,27,lâ yesbiḳûnehû bilḳavli vehum biemrihî ya`melûn.,Abay Yazılışı
2511,21,28,ya`lemu mâ beyne eydîhim vemâ ḫalfehum velâ yeşfe`ûne illâ limeni-rteḍâ vehum min ḫaşyetihî muşfiḳûn.,Abay Yazılışı
2512,21,29,vemey yeḳul minhum innî ilâhum min dûnihî feẕâlike neczîhi cehennem. keẕâlike neczi-żżâlimîn.,Abay Yazılışı
2513,21,30,evelem yera-lleẕîne keferû enne-ssemâvâti vel'arḍa kânetâ ratḳan fefetaḳnâhumâ. vece`alnâ mine-lmâi kulle şey'in ḥayy. efelâ yu'minûn.,Abay Yazılışı
2514,21,31,vece`alnâ fi-l'arḍi ravâsiye en temîde bihim vece`alnâ fîhâ ficâcen subulel le`allehum yehtedûn.,Abay Yazılışı
2515,21,32,vece`alne-ssemâe saḳfem maḥfûżâ. vehum `an âyâtihâ mu`riḍûn.,Abay Yazılışı
2516,21,33,vehuve-lleẕî ḫaleḳa-lleyle vennehâra veşşemse velḳamer. kullun fî felekiy yesbeḥûn.,Abay Yazılışı
2517,21,34,vemâ ce`alnâ libeşerim min ḳablike-lḫuld. efeim mitte fehumu-lḫâlidûn.,Abay Yazılışı
2518,21,35,kullu nefsin ẕâiḳatu-lmevt. veneblûkum bişşerri velḫayri fitneh. veileynâ turce`ûn.,Abay Yazılışı
2519,21,36,veiẕâ raâke-lleẕîne keferû iy yetteḫiẕûneke illâ huzuvâ. ehâẕe-lleẕî yeẕkuru âlihetekum. vehum biẕikri-rraḥmâni hum kâfirûn.,Abay Yazılışı
2520,21,37,ḫuliḳa-l'insânu min `acel. seurîkum âyâtî felâ testa`cilûn.,Abay Yazılışı
2521,21,38,veyeḳûlûne metâ hâẕe-lva`du in kuntum ṣâdiḳîn.,Abay Yazılışı
2522,21,39,lev ya`lemu-lleẕîne keferû ḥîne lâ yekuffûne `av vucûhihimu-nnâra velâ `an żuhûrihim velâ hum yunṣarûn.,Abay Yazılışı
2523,21,40,bel te'tîhim bagteten fetebhetuhum felâ yesteṭî`ûne raddehâ velâ hum yunżarûn.,Abay Yazılışı
2524,21,41,veleḳadi-stuhzie birusulim min ḳablike feḥâḳa billeẕîne seḫirû minhum mâ kânû bihî yestehziûn.,Abay Yazılışı
2525,21,42,ḳul mey yekleukum billeyli vennehâri mine-rraḥmân. bel hum `an ẕikri rabbihim mu`riḍûn.,Abay Yazılışı
2526,21,43,em lehum âlihetun temne`uhum min dûninâ. lâ yesteṭî`ûne naṣra enfusihim velâ hum minnâ yuṣḥabûn.,Abay Yazılışı
2527,21,44,bel metta`nâ hâulâi veâbâehum ḥattâ ṭâle `aleyhimu-l`umur. efelâ yeravne ennâ ne'ti-l'arḍa nenḳuṣuhâ min aṭrâfihâ. efehumu-lgâlibûn.,Abay Yazılışı
2528,21,45,ḳul innemâ unẕirukum bilvaḥy. velâ yesme`u-ṣṣummu-ddu`âe iẕâ mâ yunẕerûn.,Abay Yazılışı
2529,21,46,veleim messethum nefḥatum min `aẕâbi rabbike leyeḳûlunne yâ veylenâ innâ kunnâ żâlimîn.,Abay Yazılışı
2530,21,47,veneḍa`u-lmevâzîne-lḳiṣṭa liyevmi-lḳiyâmeti felâ tużlemu nefsun şey'â. vein kâne miŝḳâle ḥabbetim min ḫardelin eteynâ bihâ. vekefâ binâ ḥâsibîn.,Abay Yazılışı
2531,21,48,veleḳad âteynâ mûsâ vehârûne-lfurḳâne veḍiyâev veẕikral lilmutteḳîn.,Abay Yazılışı
2532,21,49,elleẕîne yaḫşevne rabbehum bilgaybi vehum mine-ssâ`ati muşfiḳûn.,Abay Yazılışı
2533,21,50,vehâẕâ ẕikrum mubârakun enzelnâh. efeentum lehû munkirûn.,Abay Yazılışı
2534,21,51,veleḳad âteynâ ibrâhîme ruşdehû min ḳablu vekunnâ bihî `âlimîn.,Abay Yazılışı
2535,21,52,iẕ ḳâle liebîhi veḳavmihî mâ hâẕihi-ttemâŝîlu-lletî entum lehâ `âkifûn.,Abay Yazılışı
2536,21,53,ḳâlû vecednâ âbâenâ lehâ `âbidîn.,Abay Yazılışı
2537,21,54,ḳâle leḳad kuntum entum veâbâukum fî ḍalâlim mubîn.,Abay Yazılışı
2538,21,55,ḳâlû eci'tenâ bilḥaḳḳi em ente mine-llâ`ibîn.,Abay Yazılışı
2539,21,56,ḳâle ber rabbukum rabbu-ssemâvâti vel'arḍi-lleẕî feṭarahunn. veenâ `alâ ẕâlikum mine-şşâhidîn.,Abay Yazılışı
2540,21,57,vetellâhi leekîdenne aṣnâmekum ba`de en tuvellû mudbirîn.,Abay Yazılışı
2541,21,58,fece`alehum cuŝeŝen illâ kebîral lehum le`allehum ileyhi yerci`ûn.,Abay Yazılışı
2542,21,59,ḳâlû men fe`ale hâẕâ biâlihetinâ innehû lemine-żżâlimîn.,Abay Yazılışı
2543,21,60,ḳâlû semi`nâ fetey yeẕkuruhum yuḳâlu lehû ibrâhîm.,Abay Yazılışı
2544,21,61,ḳâlû fe'tû bihî `alâ a`yuni-nnâsi le`allehum yeşhedûn.,Abay Yazılışı
2545,21,62,ḳâlû eente fe`alte hâẕâ biâlihetinâ yâ ibrâhîm.,Abay Yazılışı
2546,21,63,ḳâle bel fe`aleh. kebîruhum hâẕâ fes'elûhum in kânû yenṭiḳûn.,Abay Yazılışı
2547,21,64,ferace`û ilâ enfusihim feḳâlû innekum entumu-żżâlimûn.,Abay Yazılışı
2548,21,65,ŝumme nukisû `alâ ruûsihim. leḳad `alimte mâ hâulâi yenṭiḳûn.,Abay Yazılışı
2549,21,66,ḳâle efeta`budûne min dûni-llâhi mâ lâ yenfe`ukum şey'ev velâ yeḍurrukum.,Abay Yazılışı
2550,21,67,uffil lekum velimâ ta`budûne min dûni-llâh. efelâ ta`ḳilûn.,Abay Yazılışı
2551,21,68,ḳâlû ḥarriḳûhu venṣurû âlihetekum in kuntum fâ`ilîn.,Abay Yazılışı
2552,21,69,ḳulnâ yâ nâru kûnî berdev veselâmen `alâ ibrâhîm.,Abay Yazılışı
2553,21,70,veerâdû bihî keyden fece`alnâhumu-l'aḫserîn.,Abay Yazılışı
2554,21,71,venecceynâhu velûṭan ile-l'arḍi-lletî bâraknâ fîhâ lil`âlemîn.,Abay Yazılışı
2555,21,72,vevehebnâ lehû isḥâḳ. veya`ḳûbe nâfileten. vekullen ce`alnâ ṣâliḥîn.,Abay Yazılışı
2556,21,73,vece`alnâhum eimmetey yehdûne biemrinâ veevḥaynâ ileyhim fi`le-lḫayrâti veiḳâme-ṣṣalâti veîtâe-zzekâh. vekânû lenâ `âbidîn.,Abay Yazılışı
2557,21,74,velûṭan âteynâhu ḥukmev ve`ilmev venecceynâhu mine-lḳaryeti-lletî kânet ta`melu-lḫabâiŝ. innehum kânû ḳavme sev'in fâsiḳîn.,Abay Yazılışı
2558,21,75,veedḫalnâhu fî raḥmetinâ. innehû mine-ṣṣâliḥîn.,Abay Yazılışı
2559,21,76,venûḥan iẕ nâdâ min ḳablu festecebnâ lehû fenecceynâhu veehlehû mine-lkerbi-l`ażîm.,Abay Yazılışı
2560,21,77,veneṣarnâhu mine-lḳavmi-lleẕîne keẕẕebû biâyâtinâ. innehum kânû ḳavme sev'in feagraḳnâhum ecme`în.,Abay Yazılışı
2561,21,78,vedâvûde vesuleymâne iẕ yaḥkumâni fi-lḥarŝi iẕ nefeşet fîhi ganemu-lḳavm. vekunnâ liḥukmihim şâhidîn.,Abay Yazılışı
2562,21,79,fefehhemnâhâ suleymân. vekullen âteynâ ḥukmev ve`ilmâ. veseḫḫarnâ me`a dâvûde-lcibâle yusebbiḥne veṭṭayr. vekunnâ fâ`ilîn.,Abay Yazılışı
2563,21,80,ve`allemnâhu ṣan`ate lebûsil lekum lituḥṣinekum mim be'sikum. fehel entum şâkirûn.,Abay Yazılışı
2564,21,81,velisuleymâne-rrîḥa `âṣifeten tecrî biemrih ile-l'arḍi-lletî bâraknâ fîhâ. vekunnâ bikulli şey'in `âlimîn.,Abay Yazılışı
2565,21,82,vemine-şşeyâṭîni mey yegûṣûne lehû veya`melûne `amelen dûne ẕâlik. vekunnâ lehum ḥâfiżîn.,Abay Yazılışı
2566,21,83,veeyyûbe iẕ nâdâ rabbehû ennî messeniye-ḍḍurru veente erḥamu-rrâḥimîn.,Abay Yazılışı
2567,21,84,festecebnâ lehû fekeşefnâ mâ bihî min ḍurriv veâteynâhu ehlehû vemiŝlehum me`ahum raḥmetem min `indinâ veẕikrâ lil`âbidîn.,Abay Yazılışı
2568,21,85,veismâ`île veidrîse veẕe-lkifl. kullum mine-ṣṣâbirîn.,Abay Yazılışı
2569,21,86,veedḫalnâhum fî raḥmetinâ. innehum mine-ṣṣâliḥîn.,Abay Yazılışı
2570,21,87,veẕe-nnûni iẕ ẕehebe mugâḍiben feżanne el len naḳdira `aleyhi fenâdâ fi-żżulumâti el lâ ilâhe illâ ente subḥânek. innî kuntu mine-żżâlimîn.,Abay Yazılışı
2571,21,88,festecebnâ lehû venecceynâhu mine-lgamm. vekeẕâlike nunci-lmu'minîn.,Abay Yazılışı
2572,21,89,vezekeriyyâ iẕ nâdâ rabbehû rabbi lâ teẕernî ferdev veente ḫayru-lvâriŝîn.,Abay Yazılışı
2573,21,90,festecebnâ leh. vevehebnâ lehû yaḥyâ veaṣlaḥnâ lehû zevceh. innehum kânû yusâri`ûne fi-lḫayrâti veyed`ûnenâ ragabev verahebâ. vekânû lenâ ḫâşi`în.,Abay Yazılışı
2574,21,91,velletî aḥṣanet fercehâ fenefaḫnâ fîhâ mir rûḥinâ vece`alnâhâ vebnehâ âyetel lil`âlemîn.,Abay Yazılışı
2575,21,92,inne hâẕihî ummetukum ummetev vâḥideh. veenâ rabbukum fa`budûn.,Abay Yazılışı
2576,21,93,veteḳaṭṭa`û emrahum beynehum. kullun ileynâ râci`ûn.,Abay Yazılışı
2577,21,94,femey ya`mel mine-ṣṣâliḥâti vehuve mu'minun felâ kufrâne lisa`yih. veinnâ lehû kâtibûn.,Abay Yazılışı
2578,21,95,veḥarâmun `alâ ḳaryetin ehleknâhâ ennehum lâ yerci`ûn.,Abay Yazılışı
2579,21,96,ḥattâ iẕâ futiḥat ye'cûcu veme'cûcu vehum min kulli ḥadebiy yensilûn.,Abay Yazılışı
2580,21,97,vaḳterabe-lva`du-lḥaḳḳu feiẕâ hiye şâḫiṣatun ebṣâru-lleẕîne keferû. yâ veylenâ ḳad kunnâ fî gafletim min hâẕâ bel kunnâ żâlimîn.,Abay Yazılışı
2581,21,98,innekum vemâ ta`budûne min dûni-llâhi ḥaṣabu cehennem. entum lehâ vâridûn.,Abay Yazılışı
2582,21,99,lev kâne hâulâi âlihetem mâ veradûhâ. vekullun fîhâ ḫâlidûn.,Abay Yazılışı
2583,21,100,lehum fîhâ zefîruv vehum fîhâ lâ yesme`ûn.,Abay Yazılışı
2584,21,101,inne-lleẕîne sebeḳat lehum minne-lḥusnâ ulâike `anhâ mub`adûn.,Abay Yazılışı
2585,21,102,lâ yesme`ûne ḥasîsehâ. vehum fî me-ştehet enfusuhum ḫâlidûn.,Abay Yazılışı
2586,21,103,lâ yaḥzunuhumu-lfeza`u-l'ekberu veteteleḳḳâhumu-lmelâikeh. hâẕâ yevmukumu-lleẕî kuntum tû`adûn.,Abay Yazılışı
2587,21,104,yevme naṭvi-ssemâe keṭayyi-ssicilli lilkutub. kemâ bede'nâ evvele ḫalḳin nu`îduh. va`den `aleynâ. innâ kunnâ fâ`ilîn.,Abay Yazılışı
2588,21,105,veleḳad ketebnâ fi-zzebûri mim ba`di-ẕẕikri enne-l'arḍa yeriŝuhâ `ibâdiye-ṣṣâliḥûn.,Abay Yazılışı
2589,21,106,inne fî hâẕâ lebelâgal liḳavmin `âbidîn.,Abay Yazılışı
2590,21,107,vemâ erselnâke illâ raḥmetel lil`âlemîn.,Abay Yazılışı
2591,21,108,ḳul innemâ yûḥâ ileyye ennemâ ilâhukum ilâhuv vâḥid. fehel entum muslimûn.,Abay Yazılışı
2592,21,109,fein tevellev feḳul ehentukum `alâ sevâ'. vein edrî eḳarîbun em be`îdum mâ tû`adûn.,Abay Yazılışı
2593,21,110,innehû ya`lemu-lcehra mine-lḳavli veya`lemu mâ tektumûn.,Abay Yazılışı
2594,21,111,vein edrî le`allehû fitnetul lekum vemetâ`un ilâ ḥîn.,Abay Yazılışı
2595,21,112,ḳâle rabbi-ḥkum bilḥaḳḳ. verabbune-rraḥmânu-lmuste`ânu `alâ mâ teṣifûn.,Abay Yazılışı
2596,22,1,yâ eyyuhe-nnâsu-tteḳû rabbekum. inne zelzelete-ssâ`ati şey'un `ażîm.,Abay Yazılışı
2597,22,2,yevme teravnehâ teẕhelu kullu murḍi`atin `ammâ erḍa`at vetede`u kullu ẕâti ḥamlin ḥamlehâ vetera-nnâse sukârâ vemâ hum bisukârâ velâkinne `aẕâbe-llâhi şedîd.,Abay Yazılışı
2598,22,3,vemine-nnâsi mey yucâdilu fi-llâhi bigayri `ilmiv veyettebi`u kulle şeyṭânim merîd.,Abay Yazılışı
2599,22,4,kutibe `aleyhi ennehû men tevellâhu feennehû yuḍilluhû veyehdîhi ilâ `aẕâbi-sse`îr.,Abay Yazılışı
2600,22,5,yâ eyyuhe-nnâsu in kuntum fî raybim mine-lba`ŝi feinnâ ḫalaḳnâkum min turâbin ŝumme min nuṭfetin ŝumme min `aleḳatin ŝumme mim muḍgatim muḫalleḳativ vegayri muḫalleḳatil linubeyyine lekum. venuḳirru fi-l'erḥâmi mâ neşâu ilâ ecelim musemmen ŝumme nuḫricukum ṭiflen ŝumme liteblugû eşuddekum. veminkum mey yuteveffâ veminkum mey yuraddu ilâ erẕeli-l`umuri likeylâ ya`leme mim ba`di `ilmin şey'â. vetera-l'arḍa hâmideten feiẕâ enzelnâ `aleyhe-lmâe-htezzet verabet veembetet min kulli zevcim behîc.,Abay Yazılışı
2601,22,6,ẕâlike bienne-llâhe huve-lḥaḳḳu veennehû yuḥyi-lmevtâ veennehû `alâ kulli şey'in ḳadîr.,Abay Yazılışı
2602,22,7,veenne-ssâ`ate âtiyetul lâ raybe fîhâ veenne-llâhe yeb`aŝu men fi-lḳubûr.,Abay Yazılışı
2603,22,8,vemine-nnâsi mey yucâdilu fi-llâhi bigayri `ilmiv velâ hudev velâ kitâbim munîr.,Abay Yazılışı
2604,22,9,ŝâniye `iṭfihî liyuḍille `an sebîli-llâh. lehû fi-ddunyâ ḫizyuv venuẕîḳuhû yevme-lḳiyâmeti `aẕâbe-lḥarîḳ.,Abay Yazılışı
2605,22,10,ẕâlike bimâ ḳaddemet yedâke veenne-llâhe leyse biżallâmil lil`abîd.,Abay Yazılışı
2606,22,11,vemine-nnâsi mey ya`budu-llâhe `alâ ḥarf. fein eṣâbehû ḫayrun-ṭmeenne bih. vein eṣâbethu fitnetun-nḳalebe `alâ vechih. ḫasira-ddunyâ vel'âḫirah. ẕâlike huve-lḫusrânu-lmubîn.,Abay Yazılışı
2607,22,12,yed`û min dûni-llâhi mâ lâ yeḍurruhû vemâ lâ yenfe`uh. ẕâlike huve-ḍḍalâlu-lbe`îd.,Abay Yazılışı
2608,22,13,yed`û lemen ḍarruhû aḳrabu min nef`ih. lebi'se-lmevlâ velebi'se-l`aşîr.,Abay Yazılışı
2609,22,14,inne-llâhe yudḫilu-lleẕîne âmenû ve`amilu-ṣṣâliḥâti cennâtin tecrî min taḥtihe-l'enhâr. inne-llâhe yef`alu mâ yurîd.,Abay Yazılışı
2610,22,15,men kâne yeżunnu el ley yenṣurahu-llâhu fi-ddunyâ vel'âḫirati felyemdud bisebebin ile-ssemâi ŝumme liyaḳṭa` felyenżur hel yuẕhibenne keyduhû mâ yegîż.,Abay Yazılışı
2611,22,16,vekeẕâlike enzelnâhu âyâtim beyyinâtiv veenne-llâhe yehdî mey yurîd.,Abay Yazılışı
2612,22,17,inne-lleẕîne âmenû velleẕîne hâdû veṣṣâbi'îne venneṣârâ velmecûse velleẕîne eşrakû. inne-llâhe yefṣilu beynehum yevme-lḳiyâmeh. inne-llâhe `alâ kulli şey'in şehîd.,Abay Yazılışı
2613,22,18,elem tera enne-llâhe yescudu lehû men fi-ssemâvâti vemen fi-l'arḍi veşşemsu velḳameru vennucûmu velcibâlu veşşeceru veddevâbbu vekeŝîrum mine-nnâs. vekeŝîrun ḥaḳḳa `aleyhi-l`aẕâb. vemey yuhini-llâhu femâ lehû mim mukrim. inne-llâhe yef`alu mâ yeşâ'.,Abay Yazılışı
2614,22,19,hâẕâni ḫaṣmâni-ḫteṣamû fî rabbihim. felleẕîne keferû ḳuṭṭi`at lehum ŝiyâbum min nârin. yuṣabbu min fevḳi ruûsihimu-lḥamîm.,Abay Yazılışı
2615,22,20,yuṣheru bihî mâ fî buṭûnihim velculûd.,Abay Yazılışı
2616,22,21,velehum meḳâmi`u min ḥadîd.,Abay Yazılışı
2617,22,22,kullemâ erâdû ey yaḫrucû minhâ min gammin u`îdû fîhâ veẕûḳû `aẕâbe-lḥarîḳ.,Abay Yazılışı
2618,22,23,inne-llâhe yudḫilu-lleẕîne âmenû ve`amilu-ṣṣâliḥâti cennâtin tecrî min taḥtihe-l'enhâru yuḥallevne fîhâ min esâvira min ẕehebiv velu'luâ. velibâsuhum fîhâ ḥarîr.,Abay Yazılışı
2619,22,24,vehudû ile-ṭṭayyibi mine-lḳavl. vehudû ilâ ṣirâṭi-lḥamîd.,Abay Yazılışı
2620,22,25,inne-lleẕîne keferû veyeṣuddûne `an sebîli-llâhi velmescidi-lḥarâmi-lleẕî ce`alnâhu linnâsi sevâeni-l`âkifu fîhi velbâd. vemey yurid fîhi biilḥâdim biżulmin nuẕiḳhu min `aẕâbin elîm.,Abay Yazılışı
2621,22,26,veiẕ bevve'nâ liibrâhîme mekâne-lbeyti el lâ tuşrik bî şey'ev veṭahhir beytiye liṭṭâifîne velḳâimîne verrukke`i-ssucûd.,Abay Yazılışı
2622,22,27,veeẕẕin fi-nnâsi bilḥacci ye'tûke ricâlev ve`alâ kulli ḍâmiriy ye'tîne min kulli feccin `amîḳ.,Abay Yazılışı
2623,22,28,liyeşhedû menâfi`a lehum veyeẕkuru-sme-llâhi fî eyyâmim ma`lûmâtin `alâ mâ razeḳahum mim behîmeti-l'en`âm. fekulû minhâ veaṭ`imu-lbâise-lfeḳîr.,Abay Yazılışı
2624,22,29,ŝumme liyaḳḍû tefeŝehum velyûfû nuẕûrahum velyeṭṭavvefû bilbeyti-l`atîḳ.,Abay Yazılışı
2625,22,30,ẕâlik. vemey yu`ażżim ḥurumâti-llâhi fehuve ḫayrul lehû `inde rabbih. veuḥillet lekumu-l'en`âmu illâ mâ yutlâ `aleykum fectenibu-rricse mine-l'evŝâni vectenibû ḳavle-zzûr.,Abay Yazılışı
2626,22,31,ḥunefâe lillâhi gayra muşrikîne bih. vemey yuşrik billâhi fekeennemâ ḫarra mine-ssemâi fetaḫṭafuhu-ṭṭayru ev tehvî bihi-rrîḥu fî mekânin seḥîḳ.,Abay Yazılışı
2627,22,32,ẕâlik. vemey yu`ażżim şe`âira-llâhi feinnehâ min taḳve-lḳulûb.,Abay Yazılışı
2628,22,33,lekum fîhâ menâfi`u ilâ ecelim musemmen ŝumme meḥilluhâ ile-lbeyti-l`atîḳ.,Abay Yazılışı
2629,22,34,velikulli ummetin ce`alnâ mensekel liyeẕkuru-sme-llâhi `alâ mâ razeḳahum mim behîmeti-l'en`âm. feilâhukum ilâhuv vâḥidun felehû eslimû. vebeşşiri-lmuḫbitîn.,Abay Yazılışı
2630,22,35,elleẕîne iẕâ ẕukira-llâhu vecilet ḳulûbuhum veṣṣâbirîne `alâ mâ eṣâbehum velmuḳîmi-ṣṣalâti vemimmâ razaḳnâhum yunfiḳûn.,Abay Yazılışı
2631,22,36,velbudne ce`alnâhâ lekum min şe`âiri-llâhi lekum fîhâ ḫayr. feẕkuru-sme-llâhi `aleyhâ ṣavâff. feiẕâ vecebet cunûbuhâ fekulû minhâ veaṭ`imu-lḳâni`a velmu`terr. keẕâlike seḫḫarnâhâ lekum le`allekum teşkurûn.,Abay Yazılışı
2632,22,37,ley yenâle-llâhe luḥûmuhâ velâ dimâuhâ velâkiy yenâluhu-ttaḳvâ minkum. keẕâlike seḫḫarahâ lekum litukebbiru-llâhe `alâ mâ hedâkum. vebeşşiri-lmuḥsinîn.,Abay Yazılışı
2633,22,38,inne-llâhe yudâfi`u `ani-lleẕîne âmenû. inne-llâhe lâ yuḥibbu kulle ḫavvânin kefûr.,Abay Yazılışı
2634,22,39,uẕine lilleẕîne yuḳâtelûne biennehum żulimû. veinne-llâhe `alâ naṣrihim leḳadîr.,Abay Yazılışı
2635,22,40,elleẕîne uḫricû min diyârihim bigayri ḥaḳḳin illâ ey yeḳûlû rabbune-llâh. velevlâ def`u-llâhi-nnâse ba`ḍahum biba`ḍil lehuddimet ṣavâmi`u vebiye`uv veṣalevâtuv vemesâcidu yuẕkeru fîhe-smu-llâhi keŝîrâ. veleyenṣuranne-llâhu mey yenṣuruh. inne-llâhe leḳaviyyun `azîz.,Abay Yazılışı
2636,22,41,elleẕîne im mekkennâhum fi-l'arḍi eḳâmu-ṣṣalâte veâtevu-zzekâte veemerû bilma`rûfi venehev `ani-lmunker. velillâhi `âḳibetu-l'umûr.,Abay Yazılışı
2637,22,42,veiy yukeẕẕibûke feḳad keẕẕebet ḳablehum ḳavmu nûḥiv ve`âduv veŝemûd.,Abay Yazılışı
2638,22,43,veḳavmu ibrâhîme veḳavmu lûṭ.,Abay Yazılışı
2639,22,44,veaṣḥâbu medyen. vekuẕẕibe mûsâ feemleytu lilkâfirîne ŝumme eḫaẕtuhum. fekeyfe kâne nekîr.,Abay Yazılışı
2640,22,45,fekeeyyim min ḳaryetin ehleknâhâ vehiye żâlimetun fehiye ḫâviyetun `alâ `urûşihâ vebi'rim mu`aṭṭaletiv veḳaṣrim meşîd.,Abay Yazılışı
2641,22,46,efelem yesîrû fi-l'arḍi fetekûne lehum ḳulûbuy ya`ḳilûne bihâ ev âẕânuy yesme`ûne bihâ. feinnehâ lâ ta`me-l'ebṣâru velâkin ta`me-lḳulûbu-lletî fi-ṣṣudûr.,Abay Yazılışı
2642,22,47,veyesta`cilûneke bil`aẕâbi veley yuḫlife-llâhu va`deh. veinne yevmen `inde rabbike keelfi senetim mimmâ te`uddûn.,Abay Yazılışı
2643,22,48,vekeeyyim min ḳaryetin emleytu lehâ vehiye żâlimetun ŝumme eḫaẕtuhâ. veileyye-lmeṣîr.,Abay Yazılışı
2644,22,49,ḳul yâ eyyuhe-nnâsu innemâ ene lekum neẕîrum mubîn.,Abay Yazılışı
2645,22,50,felleẕîne âmenû ve`amilu-ṣṣâliḥâti lehum magfiratuv verizḳun kerîm.,Abay Yazılışı
2646,22,51,velleẕîne se`av fî âyâtinâ mu`âcizîne ulâike aṣḥâbu-lceḥîm.,Abay Yazılışı
2647,22,52,vemâ erselnâ min ḳablike mir rasûliv velâ nebiyyin illâ iẕâ temennâ elḳa-şşeyṭânu fî umniyyetih. feyenseḫu-llâhu mâ yulḳi-şşeyṭânu ŝumme yuḥkimu-llâhu âyâtih. vellâhu `alîmun ḥakîm.,Abay Yazılışı
2648,22,53,liyec`ale mâ yulḳi-şşeyṭânu fitnetel lilleẕîne fî ḳulûbihim meraḍuv velḳâsiyeti ḳulûbuhum. veinne-żżâlimîne lefî şiḳâḳim be`îd.,Abay Yazılışı
2649,22,54,veliya`leme-lleẕîne ûtu-l`ilme ennehu-lḥaḳḳu mir rabbike feyu'minû bihî fetuḫbiṭa lehû ḳulûbuhum. veinne-llâhe lehâdi-lleẕîne âmenû ilâ ṣirâṭim musteḳîm.,Abay Yazılışı
2650,22,55,velâ yezâlu-lleẕîne keferû fî miryetim minhu ḥattâ te'tiyehumu-ssâ`atu bagteten ev ye'tiyehum `aẕâbu yevmin `aḳîm.,Abay Yazılışı
2651,22,56,elmulku yevmeiẕil lillâh. yaḥkumu beynehum. felleẕîne âmenû ve`amilu-ṣṣâliḥâti fî cennâti-nne`îm.,Abay Yazılışı
2652,22,57,velleẕîne keferû vekeẕẕebû biâyâtinâ feulâike lehum `aẕâbum muhîn.,Abay Yazılışı
2653,22,58,velleẕîne hâcerû fî sebîli-llâhi ŝumme ḳutilû ev mâtû leyerzuḳannehumu-llâhu rizḳan ḥasenâ. veinne-llâhe lehuve ḫayru-rrâziḳîn.,Abay Yazılışı
2654,22,59,leyudḫilennehum mudḫaley yerḍavneh. veinne-llâhe le`alîmun ḥalîm.,Abay Yazılışı
2655,22,60,ẕâlik. vemen `âḳabe bimiŝli mâ `ûḳibe bihî ŝumme bugiye `aleyhi leyenṣurannehu-llâh. inne-llâhe le`afuvvun gafûr.,Abay Yazılışı
2656,22,61,ẕâlike bienne-llâhe yûlicu-lleyle fi-nnehâri veyûlicu-nnehâra fi-lleyli veenne-llâhe semî`um beṣîr.,Abay Yazılışı
2657,22,62,ẕâlike bienne-llâhe huve-lḥaḳḳu veenne mâ yed`ûne min dûnihî huve-lbâṭilu veenne-llâhe huve-l`aliyyu-lkebîr.,Abay Yazılışı
2658,22,63,elem tera enne-llâhe enzele mine-ssemâi mââ. fetuṣbiḥu-l'arḍu muḫḍarrah. inne-llâhe leṭîfun ḫabîr.,Abay Yazılışı
2659,22,64,lehû mâ fi-ssemâvâti vemâ fi-l'arḍ. veinne-llâhe lehuve-lganiyyu-lḥamîd.,Abay Yazılışı
2660,22,65,elem tera enne-llâhe seḫḫara lekum mâ fi-l'arḍi velfulke tecrî fi-lbaḥri biemrih. veyumsiku-ssemâe en teḳa`a `ale-l'arḍi illâ biiẕnih. inne-llâhe binnâsi leraûfur raḥîm.,Abay Yazılışı
2661,22,66,vehuve-lleẕî aḥyâkum. ŝumme yumîtukum ŝumme yuḥyîkum. inne-l'insâne lekefûr.,Abay Yazılışı
2662,22,67,likulli ummetin ce`alnâ menseken hum nâsikûhu felâ yunâzi`anneke fi-l'emri ved`u ilâ rabbik. inneke le`alâ hudem musteḳîm.,Abay Yazılışı
2663,22,68,vein câdelûke feḳuli-llâhu a`lemu bimâ ta`melûn.,Abay Yazılışı
2664,22,69,allâhu yaḥkumu beynekum yevme-lḳiyâmeti fîmâ kuntum fîhi taḫtelifûn.,Abay Yazılışı
2665,22,70,elem ta`lem enne-llâhe ya`lemu mâ fi-ssemâi vel'arḍ. inne ẕâlike fî kitâb. inne ẕâlike `ale-llâhi yesîr.,Abay Yazılışı
