sira,sure,ayet,metin,hoca
2898,25,43,Have you seen the one whose god is his own ego? Will you be his advocate?,Rashad Khalifa
2899,25,44,"Do you think that most of them hear, or understand? They are just like animals; no, they are far worse.",Rashad Khalifa
2900,25,45,"Have you not seen how your Lord designed the shadow? If He willed, He could have made it fixed, then we would have designed the sun accordingly.",Rashad Khalifa
2901,25,46,But we designed it to move slowly.,Rashad Khalifa
2902,25,47,"He is the One who designed the night to be a cover, and for you to sleep and rest. And He made the day a resurrection.",Rashad Khalifa
2903,25,48,"He is the One who sends the winds with good omens of His mercy, and we send down from the sky pure water.",Rashad Khalifa
2904,25,49,"With it, we revive dead lands and provide drink for our creations - multitudes of animals and humans.",Rashad Khalifa
2905,25,50,"We have distributed it among them in exact measure, that they may take heed. But most people insist upon disbelieving.",Rashad Khalifa
2906,25,51,"If we willed, we could have sent to every community a warner.",Rashad Khalifa
2907,25,52,"Therefore, do not obey the disbelievers, and strive against them with this, a great striving.",Rashad Khalifa
2908,25,53,"He is the One who merges the two seas; one is fresh and palatable, while the other is salty and undrinkable. And He separated them with a formidable, inviolable barrier (evaporation).",Rashad Khalifa
2909,25,54,"He is the One who created from water a human being, then made him reproduce through marriage and mating. Your Lord is Omnipotent.",Rashad Khalifa
2910,25,55,"Yet, they still set up beside GOD idols that cannot benefit them, nor harm them. Indeed, the disbeliever is an enemy of his Lord.",Rashad Khalifa
2911,25,56,"We have sent you (Rashad) as a deliverer of good news, as well as a warner.,",Rashad Khalifa
2912,25,57,"Say, ""I do not ask you for any money. All I seek is to help you find the right path to your Lord, if this is what you choose.""",Rashad Khalifa
2913,25,58,You shall put your trust in the One who is Alive - the One who never dies - and praise Him and glorify Him. He is fully Cognizant of His creatures' sins.,Rashad Khalifa
2914,25,59,"He is the One who created the heavens and the earth, and everything between them, in six days, then assumed all authority. The Most Gracious; ask about Him those who are well founded in knowledge.",Rashad Khalifa
2915,25,60,"When they are told, ""Fall prostrate before the Most Gracious,"" they say, ""What is the Most Gracious? Shall we prostrate before what you advocate?"" Thus, it only augments their aversion.",Rashad Khalifa
2916,25,61,"Most blessed is the One who placed constellations in the sky, and placed in it a lamp, and a shining moon.",Rashad Khalifa
2917,25,62,"He is the One who designed the night and the day to alternate: a sufficient proof for those who wish to take heed, or to be appreciative.",Rashad Khalifa
2918,25,63,"The worshipers of the Most Gracious are those who tread the earth gently, and when the ignorant speak to them, they only utter peace.",Rashad Khalifa
2919,25,64,"In the privacy of the night, they meditate on their Lord, and fall prostrate.",Rashad Khalifa
2920,25,65,"And they say, ""Our Lord, spare us the agony of Hell; its retribution is horrendous.",Rashad Khalifa
2921,25,66,"""It is the worst abode; the worst destiny.""",Rashad Khalifa
2922,25,67,"When they give, they are neither extravagant nor stingy; they give in moderation.",Rashad Khalifa
2923,25,68,"They never implore beside GOD any other god, nor do they kill anyone - for GOD has made life sacred - except in the course of justice. Nor do they commit adultery. Those who commit these offenses will have to pay.",Rashad Khalifa
2924,25,69,"Retribution is doubled for them on the Day of Resurrection, and they abide therein humiliated.",Rashad Khalifa
2925,25,70,"Exempted are those who repent, believe, and lead a righteous life. GOD transforms their sins into credits. GOD is Forgiver, Most Merciful.",Rashad Khalifa
2926,25,71,"Those who repent and lead a righteous life, GOD redeems them; a complete redemption.",Rashad Khalifa
2927,25,72,"They do not bear false witness. When they encounter vain talk, they ignore it.",Rashad Khalifa
2928,25,73,"When reminded of their Lord's revelations, they never react to them as if they were deaf and blind.",Rashad Khalifa
2929,25,74,"And they say, ""Our Lord, let our spouses and children be a source of joy for us, and keep us in the forefront of the righteous.""",Rashad Khalifa
2930,25,75,These are the ones who attain Paradise in return for their steadfastness; they are received therein with joyous greetings and peace.,Rashad Khalifa
2931,25,76,Eternally they abide therein; what a beautiful destiny; what a beautiful abode.,Rashad Khalifa
2932,25,77,"Say, ""You attain value at my Lord only through your worship. But if you disbelieve, you incur the inevitable consequences.""",Rashad Khalifa
2933,26,1,"T. S. M. (Ta, Seen, Mim),",Rashad Khalifa
2934,26,2,These (letters) constitute proofs of this clarifying scripture.,Rashad Khalifa
2935,26,3,You may blame yourself that they are not believers.,Rashad Khalifa
2936,26,4,"If we will, we can send from the sky a sign that forces their necks to bow.",Rashad Khalifa
2937,26,5,"Whenever a reminder from the Most Gracious comes to them, that is new, they turn away in aversion.",Rashad Khalifa
2938,26,6,"Since they disbelieved, they have incurred the consequences of their heedlessness.",Rashad Khalifa
2939,26,7,"Have they not seen the earth, and how many kinds of beautiful plants we have grown thereon?",Rashad Khalifa
2940,26,8,"This should be a sufficient proof for them, but most of them are not believers.",Rashad Khalifa
2941,26,9,"Most assuredly, your Lord is the Almighty, Most Merciful.",Rashad Khalifa
2942,26,10,"Recall that your Lord called Moses: ""Go to the transgressing people.",Rashad Khalifa
2943,26,11,"""Pharaoh's people; perhaps they reform.""",Rashad Khalifa
2944,26,12,"He said, ""My Lord, I fear lest they disbelieve me.",Rashad Khalifa
2945,26,13,"""I may lose my temper. My tongue gets tied; send for my brother Aaron.",Rashad Khalifa
2946,26,14,"""Also, they consider me a fugitive; I fear lest they kill me.""",Rashad Khalifa
2947,26,15,"He said, ""No, (they will not). Go with My proofs. We will be with you, listening.",Rashad Khalifa
2948,26,16,"""Go to Pharaoh and say, 'We are messengers from the Lord of the universe.'",Rashad Khalifa
2949,26,17,""" 'Let the Children of Israel go.' """,Rashad Khalifa
2950,26,18,"He said, ""Did we not raise you from infancy, and you spent many years with us?",Rashad Khalifa
2951,26,19,"""Then you committed the crime that you committed, and you were ungrateful.""",Rashad Khalifa
2952,26,20,"He said, ""Indeed, I did it when I was astray.",Rashad Khalifa
2953,26,21,"""Then I fled, when I feared you, and my Lord endowed me with wisdom and made me one of the messengers.",Rashad Khalifa
2954,26,22,"""You are boasting that you did me a favor, while enslaving the Children of Israel!""",Rashad Khalifa
2955,26,23,"Pharaoh said, ""What is the Lord of the universe?""",Rashad Khalifa
2956,26,24,"He said, ""The Lord of the heavens and the earth, and everything between them. You should be certain about this.""",Rashad Khalifa
2957,26,25,"He said to those around him, ""Did you hear this?""",Rashad Khalifa
2958,26,26,"He said, ""Your Lord and the Lord of your ancestors.""",Rashad Khalifa
2959,26,27,"He said, ""Your messenger who is sent to you is crazy.""",Rashad Khalifa
2960,26,28,"He said, ""The Lord of the east and the west, and everything between them, if you understand.""",Rashad Khalifa
2961,26,29,"He said, ""If you accept any god, other than me, I will throw you in the prison.""",Rashad Khalifa
2962,26,30,"He said, ""What if I show you something profound?""",Rashad Khalifa
2963,26,31,"He said, ""Then produce it, if you are truthful.""",Rashad Khalifa
2964,26,32,"He then threw his staff, whereupon it became a profound snake.",Rashad Khalifa
2965,26,33,"And he took out his hand, and it was white to the beholders.",Rashad Khalifa
2966,26,34,"He said to the elders around him, ""This is an experienced magician.",Rashad Khalifa
2967,26,35,"""He wants to take you out of your land, with his magic. What do you suggest?""",Rashad Khalifa
2968,26,36,"They said, ""Respite him and his brother, and send summoners to every town.",Rashad Khalifa
2969,26,37,"""Let them summon every experienced magician.""",Rashad Khalifa
