sira,sure,ayet,metin,hoca,arapca
2623,22,28,"Kendilerine ait birtakım yararları görmeleri, (Allah'ın) onlara rızık olarak verdiği kurbanlık hayvanlar üzerine belirli günlerde Allah'ın ismini anmaları için (insanları hacca çağır)![1] Artık o (hayvanların eti)nden hem kendiniz yiyin hem de yoksula, fakire yedirin![2]",Mehmet Okuyan,لِيَشْهَدُوا مَنَافِـعَ لَهُمْ وَيَذْكُرُوا اسْمَ اللّٰهِ ف۪ٓي اَيَّامٍ مَعْلُومَاتٍ عَلٰى مَا رَزَقَهُمْ مِنْ بَه۪يمَةِ الْاَنْعَامِۚ فَكُلُوا مِنْهَا وَاَطْعِمُوا الْـبَٓائِسَ الْفَق۪يرَۘ
2624,22,29,"(Hacca gidenler bundan) sonra kirlerini gidersin;[1] adaklarını (görevlerini) yerine getirsin ve o Eski Ev'i (Kâbe'yi) tavaf etsinler!""",Mehmet Okuyan,ثُمَّ لْيَقْضُوا تَفَثَهُمْ وَلْيُوفُوا نُذُورَهُمْ وَلْيَطَّوَّفُوا بِالْبَيْتِ الْعَت۪يقِ
2625,22,30,"İşte böyle. Kim Allah'ın saygın kıldığı şeyleri yüceltirse,[1] bu, Rabbinin katında kendisi için hayırlı olandır. (Haram olduğu) size tilavet edilen (okunup aktarılan)ların dışında kalan hayvanlar size helal kılınmıştır. Putlardan oluşan pislikten kaçının; yalan sözden de kaçının!",Mehmet Okuyan,ذٰلِكَۗ وَمَنْ يُعَظِّمْ حُرُمَاتِ اللّٰهِ فَهُوَ خَيْرٌ لَهُ عِنْدَ رَبِّه۪ۜ وَاُحِلَّتْ لَكُمُ الْاَنْعَامُ اِلَّا مَا يُتْلٰى عَلَيْكُمْ فَاجْتَنِبُوا الرِّجْسَ مِنَ الْاَوْثَانِ وَاجْتَنِبُوا قَوْلَ الزُّورِۙ
2626,22,31,"Kendisine ortak koşmaksızın Allah'ın hanîfleri (Allah'ı birleyenler) olarak (yaşayın)![1] Kim Allah'a ortak koşarsa, sanki o gökten düşüp kendisini kuş kapıyor veya rüzgâr onu uzak bir yere sürüklüyor gibidir.[2]",Mehmet Okuyan,حُنَفَٓاءَ لِلّٰهِ غَيْرَ مُشْرِك۪ينَ بِه۪ۜ وَمَنْ يُشْرِكْ بِاللّٰهِ فَكَاَنَّمَا خَرَّ مِنَ السَّمَٓاءِ فَتَخْطَفُهُ الطَّيْرُ اَوْ تَهْو۪ي بِهِ الرّ۪يحُ ف۪ي مَكَانٍ سَح۪يقٍ
2627,22,32,"İşte böyle. Kim Allah'ın sembollerini[1] yüceltirse, şüphesiz ki bu kalplerin takvâsından (duyarlılığından)dır.",Mehmet Okuyan,ذٰلِكَۗ وَمَنْ يُعَظِّمْ شَعَٓائِرَ اللّٰهِ فَاِنَّهَا مِنْ تَقْوَى الْقُلُوبِ
2628,22,33,"Onlarda (hac hükümlerinde) sizin için belirli bir süreye kadar birtakım yararlar vardır. Sonra bunların varacakları yer, Eski Ev'e (Kâbe'ye) kadardır.",Mehmet Okuyan,لَكُمْ ف۪يهَا مَنَافِـعُ اِلٰٓى اَجَلٍ مُسَمًّى ثُمَّ مَحِلُّـهَٓا اِلَى الْبَيْتِ الْعَت۪يقِ۟
2629,22,34,Biz her ümmete kurban kesmeyi gerekli kıldık[1] ki kendilerine rızık olarak verdiği hayvanlar üzerine Allah'ın adını ansınlar! İlahınız tek bir ilahtır. O'na teslim olun! O alçak gönüllü insanları müjdele!,Mehmet Okuyan,وَلِكُلِّ اُمَّةٍ جَعَلْنَا مَنْسَكاً لِيَذْكُرُوا اسْمَ اللّٰهِ عَلٰى مَا رَزَقَهُمْ مِنْ بَه۪يمَةِ الْاَنْعَامِۜ فَاِلٰهُكُمْ اِلٰهٌ وَاحِدٌ فَلَـهُٓ اَسْلِمُواۜ وَبَشِّرِ الْمُخْبِت۪ينَۙ
2630,22,35,"Onlar Allah anıldığı zaman kalpleri titrer; başlarına gelene sabreder, namaz kılar ve kendilerine rızık olarak verdiğimiz şeylerden infak ederler.[1]",Mehmet Okuyan,اَلَّذ۪ينَ اِذَا ذُكِرَ اللّٰهُ وَجِلَتْ قُلُوبُهُمْ وَالصَّابِر۪ينَ عَلٰى مَٓا اَصَابَهُمْ وَالْمُق۪يمِي الصَّلٰوةِۙ وَمِمَّا رَزَقْنَاهُمْ يُنْفِقُونَ
2631,22,36,Biz büyükbaş hayvanları da sizin için Allah'ın sembollerinden kıldık. Onlarda sizin için hayır vardır. Onlar sıra sıra (dururken) üzerlerine Allah'ın ismini hatırlayın (ve kurban edin)! Yan üstü yere düştüklerinde (öldüklerinde) onlardan hem kendiniz yiyin hem de kanaatkâr olana ve fakirlere yedirin! İşte şükredesiniz diye bunları sizin hizmetinize verdik.,Mehmet Okuyan,وَالْبُدْنَ جَعَلْنَاهَا لَكُمْ مِنْ شَعَٓائِرِ اللّٰهِ لَكُمْ ف۪يهَا خَيْرٌۗ فَاذْكُرُوا اسْمَ اللّٰهِ عَلَيْهَا صَوَٓافَّۚ فَاِذَا وَجَبَتْ جُنُوبُهَا فَكُلُوا مِنْهَا وَاَطْعِمُوا الْقَانِـعَ وَالْمُعْتَرَّۜ  كَذٰلِكَ سَخَّرْنَاهَا لَكُمْ لَعَلَّكُمْ تَشْكُرُونَ
2632,22,37,"Onların etleri de kanları da asla Allah'a ulaşmaz fakat O'na sadece sizden takvâ (duyarlılık) ulaşır. Sizi doğru yola ulaştırdığı için Allah'ı yüceltesiniz diye O, bunları (bu hayvanları) böylece sizin hizmetinize verdi. Güzel davrananları müjdele![1]",Mehmet Okuyan,لَنْ يَنَالَ اللّٰهَ لُحُومُهَا وَلَا دِمَٓاؤُ۬هَا وَلٰكِنْ يَنَالُهُ التَّقْوٰى مِنْكُمْۜ  كَذٰلِكَ سَخَّرَهَا لَكُمْ لِتُكَبِّرُوا اللّٰهَ عَلٰى مَا هَدٰيكُمْۜ وَبَشِّرِ الْمُحْسِن۪ينَ
2633,22,38,Şüphesiz ki Allah iman edenleri savunur (korur). Şüphesiz ki Allah hiçbir nankör haini sevmez.,Mehmet Okuyan,اِنَّ اللّٰهَ يُدَافِـعُ عَنِ الَّذ۪ينَ اٰمَنُواۜ اِنَّ اللّٰهَ لَا يُحِبُّ كُلَّ خَوَّانٍ كَفُورٍ۟
2634,22,39,"Kendileriyle savaşılanlara, haksızlığa uğratılmaları sebebiyle (savaş için) izin verildi. Şüphesiz ki Allah onlara yardıma gücü yetendir.[1]",Mehmet Okuyan,اُذِنَ لِلَّذ۪ينَ يُقَاتَلُونَ بِاَنَّهُمْ ظُلِمُواۜ وَاِنَّ اللّٰهَ عَلٰى نَصْرِهِمْ لَقَد۪يرٌۙ
2635,22,40,"Onlar -başka değil- sadece ""Rabbimiz Allah'tır."" dedikleri için haksız yere yurtlarından çıkarılmışlardır. Allah bir kısım insanları diğer bir kısmı ile def edip önlemeseydi, elbette içlerinde Allah'ın ismi çok anılan manastırlar, kiliseler, havralar ve mescitler yıkılırdı. Şüphesiz ki Allah kendisine (dinine) yardım edenlere yardım edecektir.[1] Şüphesiz ki Allah kuvvetlidir, güçlüdür.",Mehmet Okuyan,اَلَّذ۪ينَ اُخْرِجُوا مِنْ دِيَارِهِمْ بِغَيْرِ حَقٍّ اِلَّٓا اَنْ يَقُولُوا رَبُّنَا اللّٰهُۜ وَلَوْلَا دَفْعُ اللّٰهِ النَّاسَ بَعْضَهُمْ بِبَعْضٍ لَهُدِّمَتْ صَوَامِــعُ وَبِيَعٌ وَصَلَوَاتٌ وَمَسَاجِدُ يُذْكَرُ ف۪يهَا اسْمُ اللّٰهِ كَث۪يراًۜ وَلَيَنْصُرَنَّ اللّٰهُ مَنْ يَنْصُرُهُۜ اِنَّ اللّٰهَ لَقَوِيٌّ عَز۪يزٌ
2636,22,41,"Onlar (muhacirler), kendilerine yeryüzünde güç versek (de) namazı kılar, zekâtı verir; iyiliği emreder (öğütler), kötülükten engeller (sakındırır)lar. İşlerin sonu yalnızca Allah'a (var)ır.",Mehmet Okuyan,اَلَّذ۪ينَ اِنْ مَكَّنَّاهُمْ فِي الْاَرْضِ اَقَامُوا الصَّلٰوةَ وَاٰتَوُا الزَّكٰوةَ وَاَمَرُوا بِالْمَعْرُوفِ وَنَهَوْا عَنِ الْمُنْكَرِۜ وَلِلّٰهِ عَاقِبَةُ الْاُمُورِ
2637,22,42,"Onlar (inkârcılar) seni yalanlarsa, elbette onlardan önce Nuh'un kavmi, Âd ve Semûd (kavimleri de) yalanlamıştı.",Mehmet Okuyan,وَاِنْ يُكَذِّبُوكَ فَقَدْ كَذَّبَتْ قَبْلَهُمْ قَوْمُ نُوحٍ وَعَادٌ وَثَمُودُۙ
2638,22,43,İbrahim'in kavmi de Lut'un kavmi de.,Mehmet Okuyan,وَقَوْمُ اِبْرٰه۪يمَ وَقَوْمُ لُوطٍۙ
2639,22,44,(Şuayb'ın kavmi) Medyen halkı da (peygamberlerini yalanlamışlardı). Musa da yalanlanmıştı. İşte ben o kâfirlere süre tanımış; sonra onları (azapla) yakalamıştım. Benim cezalandırmam[1] (bak) nasıl olmuştu!,Mehmet Okuyan,وَاَصْحَابُ مَدْيَنَۚ وَكُذِّبَ مُوسٰى فَاَمْلَيْتُ لِلْكَافِر۪ينَ ثُمَّ اَخَذْتُهُمْۚ فَكَيْفَ كَانَ نَك۪يرِ
2640,22,45,"(Nitekim), nice şehirler vardı ki o şehir(lerin halkı) haksızlık etmekteyken biz onları helak etmiştik. (O şehirlerde) duvarlar, (çökmüş) tavanların üzerine yıkılmıştır.[1]Kullanılmaz hâle gelmiş bir kuyu ve (ıssız kalmış) heybetli bir köşk vardır.",Mehmet Okuyan,فَكَاَيِّنْ مِنْ قَرْيَةٍ اَهْلَكْنَاهَا وَهِيَ ظَالِمَةٌ فَهِيَ خَاوِيَةٌ عَلٰى عُرُوشِهَا وَبِئْرٍ مُعَطَّـلَةٍ وَقَصْرٍ مَش۪يدٍ
2641,22,46,(İnkârcılar) yeryüzünde hiç dolaşmadılar mı?[1] (Dolaşsalardı) kendileriyle akıl edecek kalpleri veya[2] duyacak kulakları olurdu. (Gerçek şu ki) gözler kör olmaz fakat göğüslerdeki kalpler kör olur.[3],Mehmet Okuyan,اَفَلَمْ يَس۪يرُوا فِي الْاَرْضِ فَتَكُونَ لَهُمْ قُلُوبٌ يَعْقِلُونَ بِهَٓا اَوْ اٰذَانٌ يَسْمَعُونَ بِهَاۚ فَاِنَّهَا لَا تَعْمَى الْاَبْصَارُ وَلٰكِنْ تَعْمَى الْقُلُوبُ الَّت۪ي فِي الصُّدُورِ
2642,22,47,"Onlar senden azabı acele istiyorlar. Allah sözünden asla dönmeyecektir.[1] Şüphesiz ki Rabbinin katında bir gün, sizin saymakta olduklarınızdan bin sene gibidir.[2]",Mehmet Okuyan,وَيَسْتَعْجِلُونَكَ بِالْعَذَابِ وَلَنْ يُخْلِفَ اللّٰهُ وَعْدَهُۜ وَاِنَّ يَوْماً عِنْدَ رَبِّكَ كَاَلْفِ سَنَةٍ مِمَّا تَعُدُّونَ
2643,22,48,"Nice şehir (halkı) vardı ki haksızlık edip dururlarken onlara süre vermiş, sonunda onları yakalamıştım. Dönüş sadece banadır.",Mehmet Okuyan,وَكَاَيِّنْ مِنْ قَرْيَةٍ اَمْلَيْتُ لَهَا وَهِيَ ظَالِمَةٌ ثُمَّ اَخَذْتُهَاۚ وَاِلَيَّ الْمَص۪يرُ۟
2644,22,49,"De ki: ""Ey insanlar! Ben ancak sizin için apaçık bir uyarıcıyım.""",Mehmet Okuyan,قُلْ يَٓا اَيُّهَا النَّاسُ اِنَّـمَٓا اَنَا۬ لَكُمْ نَذ۪يرٌ مُب۪ينٌۚ
2645,22,50,İman edip iyi işler yapanlar için bağışlanma ve değerli rızık vardır.,Mehmet Okuyan,فَالَّذ۪ينَ اٰمَنُوا وَعَمِلُوا الصَّالِحَاتِ لَهُمْ مَغْفِرَةٌ وَرِزْقٌ كَر۪يمٌ
2646,22,51,"Ayetlerimiz hakkında (onları) aciz (kılmaya) çalışanlara gelince, işte bunlar cehennem halkıdır.[1]",Mehmet Okuyan,وَالَّذ۪ينَ سَعَوْا ف۪ٓي اٰيَاتِنَا مُعَاجِز۪ينَ اُو۬لٰٓئِكَ اَصْحَابُ الْجَح۪يمِ
2647,22,52,"Biz senden önce hiçbir elçi veya peygamber göndermedik ki o, bir temennide bulunduğunda, şeytan onun dileğine mutlaka (bir şeyler) katmaya kalkışmasın.[1] Ne var ki Allah, şeytanın katacağı şeyi iptal eder.[2]Sonra Allah kendi ayetlerini sağlam olarak yerleştirir.[3] Allah bilendir, doğru hüküm verendir.",Mehmet Okuyan,وَمَٓا اَرْسَلْنَا مِنْ قَبْلِكَ مِنْ رَسُولٍ وَلَا نَبِيٍّ اِلَّٓا اِذَا تَمَنّٰٓى اَلْقَى الشَّيْطَانُ ف۪ٓي اُمْنِيَّتِه۪ۚ فَيَنْسَخُ اللّٰهُ مَا يُلْقِي الشَّيْطَانُ ثُمَّ يُحْكِمُ اللّٰهُ اٰيَاتِه۪ۜ وَاللّٰهُ عَل۪يمٌ حَك۪يمٌۙ
2648,22,53,"Kalplerinde hastalık bulunanlar ve kalpleri katılaşanlar için, şeytanın kattığı şeyi bir fitne (imtihan) yapsın (diye Allah buna izin verir). Şüphesiz ki zalimler, uzak bir ayrılık içindedir.",Mehmet Okuyan,لِيَجْعَلَ مَا يُلْقِي الشَّيْطَانُ فِتْنَةً لِلَّذ۪ينَ ف۪ي قُلُوبِهِمْ مَرَضٌ وَالْقَاسِيَةِ قُلُوبُهُمْۜ وَاِنَّ الظَّالِم۪ينَ لَف۪ي شِقَاقٍ بَع۪يدٍۙ
2649,22,54,"Bir de kendilerine ilim verilenler, onun (Kur'an'ın) Rabbin tarafından (gelmiş) gerçek olduğunu bilsinler de ona inansınlar ve kalpleri saygıyla boyun eğsin. Şüphesiz ki Allah iman edenleri doğru yola ulaştırır.[1]",Mehmet Okuyan,وَلِيَعْلَمَ الَّذ۪ينَ اُو۫تُوا الْعِلْمَ اَنَّهُ الْحَقُّ مِنْ رَبِّكَ فَيُؤْمِنُوا بِه۪ فَتُخْبِتَ لَهُ قُلُوبُهُمْۜ وَاِنَّ اللّٰهَ لَهَادِ الَّذ۪ينَ اٰمَنُٓوا اِلٰى صِرَاطٍ مُسْتَق۪يمٍ
2650,22,55,"Kâfir olanlar, kendilerine o (Son) Saat ansızın gelinceye[1] veya kısır bir günün[2] azabı gelinceye kadar onun (Kur'an'ın) hakkında hep şüphe içindedir.",Mehmet Okuyan,وَلَا يَزَالُ الَّذ۪ينَ كَفَرُوا ف۪ي مِرْيَةٍ مِنْهُ حَتّٰى تَأْتِيَهُمُ السَّاعَةُ بَغْتَةً اَوْ يَأْتِيَهُمْ عَذَابُ يَوْمٍ عَق۪يمٍ
2651,22,56,"O gün, otorite Allah'a aittir.[1] Onlar (insanlar) arasında hükmü O verecektir. İman edip iyi işler yapanlar nimet cennetlerinde olacaklardır.",Mehmet Okuyan,اَلْمُلْكُ يَوْمَئِذٍ لِلّٰهِۜ يَحْكُمُ بَيْنَهُمْۜ فَالَّذ۪ينَ اٰمَنُوا وَعَمِلُوا الصَّالِحَاتِ ف۪ي جَنَّاتِ النَّع۪يمِ
2652,22,57,"İnkâr edip ayetlerimizi yalanlayanlara gelince, işte onlar için küçük düşürücü bir azap vardır.",Mehmet Okuyan,وَالَّذ۪ينَ كَفَرُوا وَكَذَّبُوا بِاٰيَاتِنَا فَاُو۬لٰٓئِكَ لَهُمْ عَذَابٌ مُه۪ينٌ
2653,22,58,Allah yolunda hicret edip sonra öldürülen veya ölenleri şüphesiz ki Allah güzel bir rızıkla rızıklandıracaktır. Şüphesiz ki Allah -evet O- rızık verenlerin en hayırlısıdır.,Mehmet Okuyan,وَالَّذ۪ينَ هَاجَرُوا ف۪ي سَب۪يلِ اللّٰهِ ثُمَّ قُتِلُٓوا اَوْ مَاتُوا لَيَرْزُقَنَّهُمُ اللّٰهُ رِزْقاً حَسَناًۜ وَاِنَّ اللّٰهَ لَهُوَ خَيْرُ الرَّازِق۪ينَ
2654,22,59,"(Allah) onları, memnun kalacakları bir yere[1] elbette yerleştirecektir. Şüphesiz ki Allah bilendir, hoşgörülüdür.",Mehmet Okuyan,لَيُدْخِلَنَّهُمْ مُدْخَلاً يَرْضَوْنَهُۜ وَاِنَّ اللّٰهَ لَعَل۪يمٌ حَل۪يمٌ
2655,22,60,"İşte böyle. Kim kendisine verilen eziyetin dengi ile karşılık verir de[1] bundan sonra kendisine yine bir azgınlık (saldırı) yapılırsa, (bilsin ki) Allah ona mutlaka yardım edecektir.[2] Şüphesiz ki Allah çok affedicidir, çok bağışlayandır.",Mehmet Okuyan,ذٰلِكَۚ وَمَنْ عَاقَبَ بِمِثْلِ مَا عُوقِبَ بِه۪ ثُمَّ بُغِيَ عَلَيْهِ لَيَنْصُرَنَّهُ اللّٰهُۜ اِنَّ اللّٰهَ لَعَفُوٌّ غَفُورٌ
2656,22,61,"Zira Allah geceyi gündüzün içine koyuyor, gündüzü de gecenin içine koyuyor.[1] Şüphesiz ki Allah duyandır, görendir.",Mehmet Okuyan,ذٰلِكَ بِاَنَّ اللّٰهَ يُولِجُ الَّيْلَ فِي النَّهَارِ وَيُولِجُ النَّهَارَ فِي الَّيْلِ وَاَنَّ اللّٰهَ سَم۪يعٌ بَص۪يرٌ
2657,22,62,"Çünkü Allah gerçeğin ta kendisidir;[1] O'nun peşi sıra yalvardıkları ise batılın ta kendisidir. Şüphesiz ki Allah -evet yalnız O- yücedir, büyüktür.",Mehmet Okuyan,ذٰلِكَ بِاَنَّ اللّٰهَ هُوَ الْحَقُّ وَاَنَّ مَا يَدْعُونَ مِنْ دُونِه۪ هُوَ الْبَاطِلُ وَاَنَّ اللّٰهَ هُوَ الْعَلِيُّ الْكَب۪يرُ
2658,22,63,"Şüphesiz ki Allah'ın, gökten su indirmekte olduğunu ve (böylece) yerin yeşerdiğini görmüyor musun?[1]Şüphesiz ki Allah çok lütufkârdır, haberdardır.[2]",Mehmet Okuyan,اَلَمْ تَرَ اَنَّ اللّٰهَ اَنْزَلَ مِنَ السَّمَٓاءِ مَٓاءًۘ فَتُصْبِـحُ الْاَرْضُ مُخْضَرَّةًۜ اِنَّ اللّٰهَ لَط۪يفٌ خَب۪يرٌۚ
2659,22,64,"Göklerde ve yerde ne varsa hepsi yalnızca O'na aittir. Şüphesiz ki Allah -evet yalnız O- (gerçek) zengindir, övgüye layık olandır.",Mehmet Okuyan,لَهُ مَا فِي السَّمٰوَاتِ وَمَا فِي الْاَرْضِۜ وَاِنَّ اللّٰهَ لَهُوَ الْغَنِيُّ الْحَم۪يدُ۟
2660,22,65,"Görmedin mi Allah yerdeki her şeyi ve emri uyarınca denizde yüzen gemileri sizin hizmetinize vermiştir. Göğü de kendi izni olmadıkça yer üzerine düşmekten korumaktadır.[1] Şüphesiz ki Allah insanlara çok şefkatlidir, çok merhametlidir.",Mehmet Okuyan,اَلَمْ تَرَ اَنَّ اللّٰهَ سَخَّرَ لَكُمْ مَا فِي الْاَرْضِ وَالْفُلْكَ تَجْر۪ي فِي الْبَحْرِ بِاَمْرِه۪ۜ وَيُمْسِكُ السَّمَٓاءَ اَنْ تَقَعَ عَلَى الْاَرْضِ اِلَّا بِاِذْنِه۪ۜ اِنَّ اللّٰهَ بِالنَّاسِ لَرَؤُ۫فٌ رَح۪يمٌ
2661,22,66,"O, (önce) size hayat veren, sonra sizi öldürecek, sonra yine diriltecek olandır. Şüphesiz ki o (inkârcı) insan, çok nankördür.[1]",Mehmet Okuyan,وَهُوَ الَّـذ۪ٓي اَحْيَاكُمْۘ ثُمَّ يُم۪يتُكُمْ ثُمَّ يُحْي۪يكُمْۜ اِنَّ الْاِنْسَانَ لَكَفُورٌ
2662,22,67,"Biz her ümmete, uygulamakta oldukları bir ibadet tarzı gösterdik. Öyle ise onlar (kitap ehli) bu işte seninle çekişmesinler! Sen Rabbine davet et![1] Şüphesiz ki sen doğru bir hidayet üzeresin.",Mehmet Okuyan,لِكُلِّ اُمَّةٍ جَعَلْنَا مَنْسَكاً هُمْ نَاسِكُوهُ فَلَا يُنَازِعُنَّكَ فِي الْاَمْرِ وَادْعُ اِلٰى رَبِّكَۜ اِنَّكَ لَعَلٰى هُدًى مُسْتَق۪يمٍ
2663,22,68,"Seninle tartışmaya girişirlerse, (onlara) de ki: ""Allah yaptığınızı çok iyi bilendir.",Mehmet Okuyan,وَاِنْ جَادَلُوكَ فَقُلِ اللّٰهُ اَعْلَمُ بِمَا تَعْمَلُونَ
2664,22,69,"Allah kıyamet gününde, anlaşmazlığa düştüğünüz konular hakkında aranızda hüküm verecektir.",Mehmet Okuyan,اَللّٰهُ يَحْكُمُ بَيْنَكُمْ يَوْمَ الْقِيٰمَةِ ف۪يمَا كُنْتُمْ ف۪يهِ تَخْتَلِفُونَ
