kelime,arapca_harfler,anlam
münâkalat,تﻼﻗﺎﻨﻡ,taşımacılık.
münâkasa,ﻪﺼﻗﺎﻨﻡ,açık eksiltme.
münakkaş,ﺶﻘﻨﻡ,"nakışlı, işlemeli, desenli."
münasebat,تﺎﺒﺱﺎﻨﻡ,münasebetler.
münatif,ﻒﻄﻌﻨﻡ,"çevrilmiş,yönelik."
münâvebeten,ﺔﺑوﺎﻨﻡ,dönüşümlü olaram.
münaza’ât,تﺎﻋزﺎﻨﻡ,"çatışmalar, çekişmeler."
münbais,ﺚﻌﺒﻨﻡ,"ileri gelen, kaynaklanan."
münbit,ﺖﺒﻨﻡ,verimli.
müncemid,ﺪﻤﺠﻨﻡ,donuk.
mündemic,ﺞﻡﺪﻨﻡ,"içinde yer alan, içinde bulunan."
mündericât,تﺎﺝرﺪﻨﻡ,içindekiler.
münebbih,ﻪﺒﻨﻡ,"uyarıcı, uyandırıcı."
münekkid,ﺪﻘﻨﻡ,eleştirmen.
münevver,رﻮﻨﻡ,"1.aydınlanmış, parlak. 2.aydın fikirli."
münferid,دﺮﻔﻨﻡ,"1.ayrı, tek başına. 2.tektük."
münhal,ﻞﺤﻨﻡ,"1.boş, açık. 2.çölülmüş."
münhasır,ﺮﺼﺤﻨﻡ,"dönük, ait, yönelik."
münhasıran,اﺮﺼﺤﻨﻡ,"sırf, sadece."
münhezim,مﺰﻬﻨﻡ,bozguna uğramış.
müneccim,ﻢﺠﻨﻡ,"yıldızbilimci, astrolog."
münkasım,ﻢﺴﻘﻨﻡ,bölünmüş.
münker,ﺮﮑﻨﻡ,inkâr edilen.
münkesir,ﺮﺴﮑﻨﻡ,kırık.
münkir,ﺮﮑﻨﻡ,inkâr eden.
müntahab,ﺐﺨﺘﻨﻡ,"seçilmiş, seçkin."
müntahabat,تﺎﺒﺨﺘﻨﻡ,"seçki, antoloji."
müntakim,ﻢﻘﺘﻨﻡ,intikam alan.
münteha,ﺎﻬﺘﻨﻡ,son.
müntesib,ﺐﺴﺘﻨﻡ,"mensup, intisab etmiş."
münteşir,ﺮﺸﺘﻨﻡ,yaygın.
müphem,ﻢﻬﺒﻡ,"belirsiz, belli belirsiz."
müptelâ,ﻼﺘﺒﻡ,"uğramış, tutulmuş, yakalanmış."
mürâat,تﺎﻋاﺮﻡ,gözetme.
müracaat,ﺖﻌﺝاﺮﻡ,başvuru. 2.geri dönüş.
müradif,فداﺮﻡ,eşanlamlı.
mürai,ﯽﺋاﺮﻡ,ikiyüzlü.
müraselât,تﻼﺱاﺮﻡ,mektuplaşmalar.
mürasele,ﻪﻠﺱاﺮﻡ,mektuplaşma.
mürebbî,ﯽﺑﺮﻡ,"eğitmen, eğitici."
müreccah,ﺢﺝﺮﻡ,"tercih sebebi, tercih edilir."
müreffeh,ﻪﻓﺮﻡ,"refah içinde, bolluk içinde."
mürekkeb,ﺐﮐﺮﻡ,"1.oluşan, bileşen. 2.mürekkep."
müretteb,ﺐﺕﺮﻡ,"1.düzenlenmiş, tertip edilmiş. 2.dizilmiş."
mürettib,ﺐﺕﺮﻡ,dizgici.
mürevvic,جوﺮﻡ,"revaç veren, propagandasını yapan."
mürid,ﺪیﺮﻡ,"1.buyuran. 2.şeyhe bağlı kişi, mürit."
mürşid,ﺪﺵﺮﻡ,"1.şeyh. 2.doğru yolu gösteren, irşad eden."
mürteci,ﻊﺠﺕﺮﻡ,gerici.
mürted,ﺪﺕﺮﻡ,islam dininden çıkan.
mürtefi,ﻊﻔﺕﺮﻡ,yüksek.
mürtehen,ﻦﻬﺕﺮﻡ,"rehinli, ipotekli."
mürteiş,ﺶﻌﺕﺮﻡ,titrek.
mürtekib,ﺐﮑﺕﺮﻡ,"kötü bir iş yapan, işleyen."
mürteşî,ﯽﺸﺕﺮﻡ,"rüşvetçi, rüşvet yiyen."
mürûr,روﺮﻡ,"geçme, geçip gitme, geçiş."
mürüvvet,توﺮﻡ,1.insanlık. 2.iyilik.
müsaade,ﻩﺪﻋﺎﺴﻡ,1.izin. 2.yardım.
müsabaka,ﻪﻘﺑﺎﺴﻡ,yarışma.
müsabık,ﻖﺑﺎﺴﻡ,yarışmacı.
müsademe,ﻪﻡدﺎﺼﻡ,1.çarpışma. 2.çatışma.
müsadere,ﻩردﺎﺼﻡ,mal varlığına el koyma.
müsâdif,فدﺎﺼﻡ,"rastlar, rastlayan."
müsafir,ﺮﻓﺎﺴﻡ,1.yolcu. 2.konuk.
müsaid,ﺪﻋﺎﺴﻡ,uygun.
müsalaha,ﻪﺤﻝﺎﺼﻡ,barış yapma.
müsâmaha,ﻪﺤﻡﺎﺴﻡ,hoşgörü.
müsamere,ﻩﺮﻡﺎﺴﻡ,1.gece eğlencesi. 2.okul piyesi.
müsâvat,تاوﺎﺴﻡ,eşitlik.
müsbet,ﺖﺒﺜﻡ,"olumlu, pozitif."
müsebbib,ﺐﺒﺴﻡ,"yol açan, sebep olan."
müseccel,ﻞﺠﺴﻡ,tescilli.
müsekkin,ﻦﮑﺴﻡ,"sakinleştirici, yatıştırıcı."
müsekkit,ﺖﮑﺴﻡ,susturucu.
müsellah,ﺢﻠﺴﻡ,silahlı.
müselleme,ﻪﻤﻠﺴﻡ,herkes tarafından kabul edilmiş.
müselles,ﺚﻠﺜﻡ,üçgen.
müsellesat,تﺎﺜﻠﺜﻡ,trigonometri.
müsellesüşşekl,ﻞﮑﺸﻝا ﺚﻠﺜﻡ,üçgen şeklinde.
müselmân,نﺎﻤﻠﺴﻡ,müslüman.
müselsel,ﻞﺴﻠﺴﻡ,zincirleme.
müsemma,ﯽﻤﺴﻡ,adlandırılmış.
müshil,ﻞﻬﺴﻡ,1.kolaylaştıran. 2.ishal edici.
müsin,ﻦﺴﻡ,yaşlı.
müskirat,تاﺮﮑﺴﻡ,sarhoş edici şeyler.
müslim,ﻢﻠﺴﻡ,müslüman.
müsmir,ﺮﻤﺜﻡ,1.verimli. 2.iyi sonuç veren.
müsmiriyet,ﺖیﺮﻤﺜﻡ,verimlilik.
müsrif,فﺮﺴﻡ,savurgan.
müsta’mere,ﻩﺮﻤﻌﺘﺴﻡ,sömürge.
müstab'ed,ﺪﻌﺒﺘﺴﻡ,uzak.
müsta'fî,ﯽﻔﻌﺘﺴﻡ,"istifa etmiş, istifa eden."
müstağnî,ﯽﻨﻐﺘﺴﻡ,"doygun, eyvallah etmeyen."
müstahak,ﻖﺤﺘﺴﻡ,hak kazanmış.
müstahdem,مﺪﺨﺘﺴﻡ,"çalışan, hizmet eden."
müstahdemîn,ﻦﻴﻡﺪﺨﺘﺴﻡ,"çalışanlar, hizmet edenler."
müstaid,ﺪﻌﺘﺴﻡ,yetenekli.
müstakil,ﻞﻘﺘﺴﻡ,bağımsız.
müstakillen,ﻼﻘﺘﺴﻡ,"bağımsız olarak, ayrıca."
müstakraza,ﻪﺽﺮﻘﺘﺴﻡ,borç alınan.
müstamel,ﻞﻤﻌﺘﺴﻡ,1.kullanılmış. 2.kullanılan.
müstantık,ﻖﻄﻨﺘﺴﻡ,sorgu yargıcı.
müste’cir,ﺮﺝﺄﺘﺴﻡ,kiracı.
müstebid,ﺪﺒﺘﺴﻡ,despot.
müstehlik,ﮏﻠﻬﺘﺴﻡ,tüketici.
müstehzi,یﺰﻬﺘﺴﻡ,alaycı.
müstemleke,ﻪﮑﻠﻤﺘﺴﻡ,"sömürge, koloni."
müstenid,ﺪﻨﺘﺴﻡ,dayanan.
müsteniden,اﺪﻨﺘﺴﻡ,dayanarak.
müsterih,ﺢیﺮﺘﺴﻡ,gönlü rahat.
müstesnâ,ﯽﻨﺜﺘﺴﻡ,1.apayrı. 2.dışında haricinde.
müsteşar,رﺎﺸﺘﺴﻡ,danışman.
müsteşrik,قﺮﺸﺘﺴﻡ,"doğubilimci, oryantalist."
müsvedde,ﻩدﻮﺴﻡ,taslak.
müşa’şa,ﻊﺸﻌﺸﻡ,"gösterişli, şaşaalı."
müşabehet,ﺖﻬﺑﺎﺸﻡ,benzerlik.
müşabih,ﻪﺑﺎﺸﻡ,benzer.
müşahedât,تاﺪهﺎﺸﻡ,gözlemler.
müşâhede,ﻩﺪهﺎﺸﻡ,gözlem.
müşahhas,ﺺﺨﺸﻡ,somut.
müşarik,کرﺎﺸﻡ,ortak.
müşarünileyh,ﻪﻴﻝا رﺎﺸﻡ,"anılan, adı geçen."
müşavere,ﻩروﺎﺸﻡ,danışma.
müşekkel,ﻞﮑﺸﻡ,"biçimli, kalıplı."
müşevveş,شﻮﺸﻡ,karışık.
müşfik,ﻖﻔﺸﻡ,şefkatli.
müşir,ﺮﻴﺸﻡ,mareşal.
müşkil,ﻞﮑﺸﻡ,"güç, zor."
müşkilât,تﻼﮑﺸﻡ,"güçlükler, zorluklar."
müştail,ﻞﻌﺘﺸﻡ,alevli.
müştak,قﺎﺘﺸﻡ,"çok isteyen, can atan."
müştehir,ﺮﻬﺘﺸﻡ,ünlü.
müşteki,ﯽﮑﺘﺸﻡ,şikayetçi.
müştemilat,تﻼﻤﺘﺸﻡ,"eklentiler, ek yapılar."
müştereken,ﺎﮐﺮﺘﺸﻡ,ortaklaşa.
mütalaa,ﻪﻌﻝﺎﻄﻡ,1.okuma. 2.görüş. 3.inceleme.
mütareke,ﻪﮐرﺎﺘﻡ,"bırakışma, karşılıklı silah bırakma."
müteaddid,دﺪﻌﺘﻡ,birçok.
müteaffin,ﻦﻔﻌﺘﻡ,kokuşmuş.
müteahhid,ﺪﻬﻌﺘﻡ,"taahhüt eden, üstlenen."
müteakib,ﺐﻗﺎﻌﺘﻡ,ardından.
müteallik,ﻖﻠﻌﺘﻡ,"ilgili, ilişkin."
müteallim,ﻢﻠﻌﺘﻡ,öğrenci.
müteammim,ﻢﻤﻌﺘﻡ,yaygın.
müteannid,ﺪﻨﻌﺘﻡ,inatçı.
müteârife,ﻪﻓرﺎﻌﺘﻡ,kanıtlanmak gerektirmeyecek kadar açık.
müteassıb,ﺐﺼﻌﺘﻡ,taassup gösteren.
mütebahhir,ﺮﺤﺒﺘﻡ,derin bilgi sahibi.
mütebaki,ﯽﻗﺎﺒﺘﻡ,"kalan, geriye kalan."
mütebariz,زرﺎﺒﺘﻡ,"açık seçik, belirgin."
mütebasbıs,ﺺﺒﺼﺒﺘﻡ,"yaltakçı, yardakçı."
mütebessim,ﻢﺴﺒﺘﻡ,"gülümseyen, tebessüm eden."
mütecânis,ﺲﻥﺎﺠﺘﻡ,"aynı cinsten, homojen."
mütecâviz,زوﺎﺠﺘﻡ,"1.aşkın. 2.saldırgan, tecavüzkâr. 3.sarkıntılık eden,"
müteceddid,دﺪﺠﺘﻡ,1.yenilikçi. 2.yenileşen.
mütecellî,ﯽﻠﺠﺘﻡ,"görünen, tecelli eden."
mütecessis,ﺲﺴﺠﺘﻡ,"meraklı, merak eden."
mütedair,ﺮﺋاﺪﺘﻡ,ilişkin.
mütedeyyin,ﻦیﺪﺘﻡ,"dindar, dinine düşkün."
müteehhil,ﻞهﺄﺘﻡ,evli.
müteellim,ﻢﻝﺄﺘﻡ,elemli.
müteessif,ﻒﺱﺄﺘﻡ,üzgün.
müteessir,ﺮﺛﺄﺘﻡ,1.üzgün. 2.etkilenen.
müteezzî,یذﺄﺘﻡ,"eziyet çekmiş, eza görmüş."
mütefekkir,ﺮﮑﻔﺘﻡ,1.düşünür. 2.düşünceli.
mütefennin,ﻦﻨﻔﺘﻡ,"fen bilimleri ile uğraşan, teknik ile uğraşan."
müteferrik,قﺮﻔﺘﻡ,dağınık.
mütefessih,ﺦﺴﻔﺘﻡ,"bozulmuş, kokuşmuş, çürümüş."
mütegallib,ﺐﻠﻐﺘﻡ,zorba.
mütegâyir,ﺮیﺎﻐﺘﻡ,birbirine zıt.
mütehaccir,ﺮﺠﺤﺘﻡ,"taşlaşmış, fosilleşmiş."
mütehalif,ﻒﻝﺎﺨﺘﻡ,birbirine uymayan.
mütehammil,ﻞﻤﺤﺘﻡ,dayanan.
müteharrî,یﺮﺤﺘﻡ,"araştırıcı, araştıran."
müteharrik,کﺮﺤﺘﻡ,"hareket eden, kıpırdayan."
mütehassıs,ﺺﺼﺨﺘﻡ,uzman.
mütehassir,ﺮﺴﺤﺘﻡ,özlem duyan.
mütehassis,ﺲﺴﺤﺘﻡ,duygulu.
mütehâşi,ﯽﺵﺎﺤﺘﻡ,çekingen.
mütehavvil,لﻮﺤﺘﻡ,değişken.
mütehayyir,ﺮﻴﺤﺘﻡ,"şaşkın, şaşırmış."
mütekâbil,ﻞﺑﺎﻘﺘﻡ,karşılıklı.
mütekâbile,ﻪﻠﺑﺎﻘﺘﻡ,karşılıklı.
mütekâbilen,ﻼﺑﺎﻘﺘﻡ,karşılıklı olarak.
mütekaddim,مﺪﻘﺘﻡ,"geçmiş, eski."
mütekaid,ﺪﻋﺎﻘﺘﻡ,emekli.
mütekamil,ﻞﻡﺎﮑﺘﻡ,"olgun, tam, gelişmiş."
mütekebbir,ﺮﺒﮑﺘﻡ,"kendini beğenmiş, şişinen, büyüklenen."
mütekeddir,رﺪﮑﺘﻡ,kederli.
mütekellim,ﻢﻠﮑﺘﻡ,1.konuşan. 2.birinci tekil şahıs.
mütelebbis,ﺲﺒﻠﺘﻡ,"giyinmiş, kuşanmış."
mütelevvin,نﻮﻠﺘﻡ,"renkten renge giren, yanar döner."
mütemadi,یدﺎﻤﺘﻡ,sürekli.
mütemadiyen,ﺎیدﺎﻤﺘﻡ,sürekli olarak.
mütemayil,ﻞیﺎﻤﺘﻡ,"1.eğimli. 2.eğilimli, yönelik."
mütemeddin,نﺪﻤﺘﻡ,uygar.
mütemellik,ﮏﻠﻤﺘﻡ,"dalkavuk, yardakçı."
mütemerkiz,ﺰﮐﺮﻤﺘﻡ,bir merkezde toplanma.
mütemevvic,جﻮﻤﺘﻡ,dalgalı.
mütemevvil,لﻮﻤﺘﻡ,"varlıklı, zengin."
mütemmim,ﻢﻤﺘﻡ,1.tamamlayıcı. 2.tümleç.
mütenâhi,ﯽهﺎﻨﺘﻡ,sona eren.
mütenasib,ﺐﺱﺎﻨﺘﻡ,"uygun, uyumlu."
mütenavib,بوﺎﻨﺘﻡ,dönüşümlü.
mütenâzır,ﺮﻇﺎﻨﺘﻡ,1.birbirine bakan. 2.simetrik.
mütenevvi,عﻮﻨﺘﻡ,"çeşitli, türlü türlü."
müteradif,فداﺮﺘﻡ,eşanlamlı.
müterafik,ﻖﻓاﺮﺘﻡ,"1.refakat eden. 2.karışık, bir arada."
mütercem,ﻢﺝﺮﺘﻡ,"çevrilmiş, tercüme edilmiş."
mütercim,ﻢﺝﺮﺘﻡ,çevirmen.
mütesadif,فدﺎﺼﺘﻡ,"rastlayan, tesadüf eden."
mütesâvi,یوﺎﺴﺘﻡ,eşit.
mütesâviyen,ﺎیوﺎﺴﺘﻡ,eşit olarak.
müteselli,ﯽﻠﺴﺘﻡ,"teselli bulan, avunan."
müteselsil,ﻞﺴﻠﺴﺘﻡ,zincirleme.
müteselsilen,ﻼﺴﻠﺴﺘﻡ,"zincirleme olarak, birbirinin ardı sıra."
müteşâir,ﺮﻋﺎﺸﺘﻡ,"şair geçinen, şair müsveddesi."
müteşebbis,ﺚﺒﺸﺘﻡ,"1.girişen, teşebbüs eden. 2.girişimci."
müteşekkî,ﯽﮑﺸﺘﻡ,şikayetçi.
müteşekkil,ﻞﮑﺸﺘﻡ,"oluşmuş, teşekkül etmiş."
müteşekkir,ﺮﮑﺸﺘﻡ,şükran borçlu.
müteşettit,ﺖﺘﺸﺘﻡ,"karışık, dağınık."
mütetebbi,ﻊﺒﺘﺘﻡ,araştırmacı.
mütevakkıf,ﻒﻗﻮﺘﻡ,bağlı.
mütevaliyen,ﺎﻴﻝاﻮﺘﻡ,sürekli olarak.
mütevattın,ﻦﻃﻮﺘﻡ,"yerleşik, yurt tutmuş."
mütevâzı,ﻊﺽاﻮﺘﻡ,alçakgönüllü.
mütevazin,نزاﻮﺘﻡ,"oranlı, uyumlu, dengeli."
müteveccih,ﻪﺝﻮﺘﻡ,"dönük, yönelik."
müteveccihen,ﺎﻬﺝﻮﺘﻡ,1.dönük olarak. 2.bir yere gitmek üzere.
müteveffâ,ﺎﻓﻮﺘﻡ,"ölmüş, ölü."
mütevekkil,ﻞﮐﻮﺘﻡ,tevekkül eden her işini Tanrı’nın iradesine bırakan.
mütevellî,ﯽﻝﻮﺘﻡ,bir vakfın üst yöneticisi.
mütevellid,ﺪﻝﻮﺘﻡ,"1.doğan. 2.ileri gelen, kaynaklanan."
müteverrim,مرﻮﺘﻡ,"veremli, verem hastası."
müteyakkız,ﻆﻘﻴﺘﻡ,"uyanık, teyakkuz durumunda olan."
mütezâyid,ﺪیاﺰﺘﻡ,"artan, çoğalan."
mütezelzil,لﺰﻝﺰﺘﻡ,sarsılan.
müttefik,ﻖﻔﺘﻡ,"birlik olmuş, ittifak yapmış."
müttehid,ﺪﺤﺘﻡ,birleşik.
müvekkil,ﻞﮐﻮﻡ,vekalet veren.
müverrah,خرﻮﻡ,tarihli.
müverrih,خرﻮﻡ,"tarihçi, tarih yazarı."
müverrihin,ﻦﻴﺧرﻮﻡ,tarihçiler.
müzaheret,تﺮهﺎﻈﻡ,"destek, yardım, arka çıkma."
müzahrefat,تﺎﻓﺮﺧﺰﻡ,"1.pislikler, süprüntüler, döküntüler."
müzakere,ﻩﺮﮐاﺬﻡ,görüşme.
müzayede,ﻩﺪیاﺰﻡ,açık arttırma.
müzehheb,ﺐهﺬﻡ,altın yaldızlı.
müzekker,ﺮﮐﺬﻡ,eril.
müzevvir,روﺰﻡ,arabozucu.
müzeyyen,ﻦیﺰﻡ,"süslü, ziynetli."
müzmin,ﻦﻡﺰﻡ,"kronik, süreğen."
na’l,ﻞﻌﻥ,nal.
na’nâ’,عﺎﻨﻌﻥ,nane.
na’re,ﻩﺮﻌﻥ,"nara, haykırma."
na’ş,ﺶﻌﻥ,"naaş, cenaze."
na’t,ﺖﻌﻥ,1.övme. 2.Hz. Muhammed’i övücü şiir.
naat,ﺖﻌﻥ,1.övme. 2.Hz. Muhammed’i övücü şiir.
nabz,ﺾﺒﻥ,nabız.
nâcî,ﯽﺝﺎﻥ,kurtulan.
nâdî,یدﺎﻥ,"seslenen, çağıran."
nâdim,مدﺎﻥ,pişman.
nâdir,ردﺎﻥ,az bulunur.
nâdirât,تاردﺎﻥ,az bulunur şeyler.
nâdire,ﻩردﺎﻥ,az bulunur.
nâdiren,اردﺎﻥ,nadir olarak.
nafaka,ﻪﻘﻔﻥ,geçim parası.
nâfıa,ﻪﻌﻓﺎﻥ,bayındırlık işleri.
nâfile,ﻪﻠﻓﺎﻥ,"1.boşuna. 2.nafile namazı, farz dışında kılınan namaz."
nâfiz,ﺬﻓﺎﻥ,"etkileyici, nüfuz edici, işleyici."
nağamât,تﺎﻤﻐﻥ,nağmeler.
nağme,ﻪﻤﻐﻥ,"ezgi, melodi."
nahif,ﻒﻴﺤﻥ,cılız.
nâhiye,ﻪﻴﺣﺎﻥ,"1.yöre, bölge. 2.bucak. 3.taraf."
nahl,ﻞﺨﻥ,hurma ağacı.
nahl,ﻞﺤﻥ,bal arısı.
nahs,ﺲﺤﻥ,uğursuzluk.
nahv,ﻮﺤﻥ,1.sözdizimi. 2.taraf. 3.gibi.
nahvet,تﻮﺨﻥ,böbürlenme.
nahvî,یﻮﺤﻥ,"gramerci, nahiv uzmanı."
nâib,ﺐﺋﺎﻥ,"1.vekil. 2.kadı, yargıç."
nâil,ﻞﺋﺎﻥ,"erişen, kavuşan, murada eren."
nâim,ﻢﺋﺎﻥ,uyuyan.
nâka,ﻪﻗﺎﻥ,dişi deve.
nakd,ﺪﻘﻥ,1.nakit. 2.madeni para.
nakden,اﺪﻘﻥ,peşin olarak.
nâkıs,ﺺﻗﺎﻥ,1.eksik. 2.eksi.
nakış,ﺶﻘﻥ,desen.
nakib,ﺐﻴﻘﻥ,1.şeyh yardımcısı. 2.reis vekili.
nâkil,ﻞﻗﺎﻥ,"1.taşıma, nakil. 2.anlatan, nakleden."
nakîsa,ﻪﺼﻴﻘﻥ,kusur.
nakîse,ﻪﺼﻴﻘﻥ,kusur.
nakkad,دﺎﻘﻥ,eleştirmen.
nakkal,لﺎﻘﻥ,"nakleden, öykü veya masal anlatan."
nakkare,ﻩرﺎﻘﻥ,1.davul. 2.dümbelek.
nakl,ﻞﻘﻥ,"1.nakil, anlatma. 2.taşıma."
naklen,ﻼﻘﻥ,"naklederek, nakil yolu ile."
nakliyat,تﺎﻴﻠﻘﻥ,taşımacılık.
nakliye,ﻪﻴﻠﻘﻥ,taşıma.
nakş,ﺶﻘﻥ,"1.nakış, desen. 2.resim. 3.duvar resmi."
nâkus,سﻮﻗﺎﻥ,çan.
nakz,ﺾﻘﻥ,"1.yok sayma. 2.bozma, çözme."
nâr,رﺎﻥ,ateş.
nâs,سﺎﻥ,insanlar.
nasâra,ارﺎﺼﻥ,Hıristiyanlar.
nasâyih,ﺢیﺎﺼﻥ,öğütler.
nasib,ﺐﻴﺼﻥ,1.pay. 2.Tanrı’nın kula verdiği.
nasihat,ﺖﺤﻴﺼﻥ,öğüt.
nâsiye,ﻪﻴﺹﺎﻥ,alın.
nasrâni,ﯽﻥاﺮﺼﻥ,Hıristiyan.
nass,ﺺﻥ,kesinlik.
nâsûtî,ﯽﺕﻮﺱﺎﻥ,insanlık ile ilgili.
nâşî,ﯽﺵﺎﻥ,"ileri gelen, kaynaklanan, dolayı."
nâşir,ﺮﺵﺎﻥ,yayıncı.
nâtık,ﻖﻃﺎﻥ,konuşan.
nâtıka,ﻪﻘﻃﺎﻥ,konuşma gücü.
nats,ﺲﻄﻥ,nadas.
natûk,قﻮﻄﻥ,düzgün konuşan.
nazar,ﺮﻈﻥ,"1.bakış. 2.ilgi gösterme, iltifat etme. 3. bakış açısı."
nazaran,اﺮﻈﻥ,"göre, nispetle, bakılırsa."
nazarî,یﺮﻈﻥ,teorik.
nazariyat,تﺎیﺮﻈﻥ,"teoriler, nazariyeler."
nazariye,ﻪیﺮﻈﻥ,teori.
nazariyyat,تﺎیﺮﻈﻥ,"teoriler, nazariyeler."
nâzım,ﻢﻇﺎﻥ,1.düzenleyen. 2.nazmeden.
nâzır,ﺮﻇﺎﻥ,1.bakan. 2.nezaret eden.
nazif,ﻒﻴﻈﻥ,temiz.
nâzil,لزﺎﻥ,inen.
nazile,ﻪﻝزﺎﻥ,1.nezle. 2.inmiş. 3.sıkıntı.
nazîr,ﺮﻴﻈﻥ,benzer.
nazm,ﻢﻈﻥ,"1.dizme. 2.düzenleme, tertip etme. 3.vezinli ve kafiyeli söz"
nazmen,ﺎﻤﻈﻥ,manzum olarak.
nebât,تﺎﺒﻥ,bitki.
nebâtât,تﺎﺕﺎﺒﻥ,1.bitkiler. 2.botanik.
nebatî,ﯽﺕﺎﺒﻥ,bitkisel.
nebî,ﯽﺒﻥ,peygamber.
nebîre,ﻩﺮﻴﺒﻥ,torun.
necabet,ﺖﺑﺎﺠﻥ,soyluluk.
necâset,ﺖﺱﺎﺠﻥ,pislik.
necîb,ﺐﻴﺠﻥ,"soylu, asil, kişizade."
necîs,ﺲﻴﺠﻥ,pis.
necm,ﻢﺠﻥ,yıldız.
nedâmet,ﺖﻡاﺪﻥ,pişmanlık.
nedim,ﻢیﺪﻥ,1.padişahların ve yüksek rütbeli devlet ricalinin sohbet
nedret,ترﺪﻥ,azlık.
nef’,ﻊﻔﻥ,"çıkar, yarar."
nefâis,ﺲﺋﺎﻔﻥ,değerli ve nefis eserler.
nefâset,ﺖﺱﺎﻔﻥ,nefislik.
nefer,ﺮﻔﻥ,1.kişi. 2.asker.
nefha,ﻪﺤﻔﻥ,üfürme.
nefîr,ﺮﻴﻔﻥ,boynuzdan yapılmış boru.
nefs,ﺲﻔﻥ,"1.nefis, can. 2.kendi. 3.iç."
nefsî,ﯽﺴﻔﻥ,1.nefis ile ilgili. 2.subjektif.
nefy,,sürgün.
nehâr,رﺎﻬﻥ,gündüz.
nehârî,یرﺎﻬﻥ,yatılı olmayan okul.
nehc,ﺞﻬﻥ,1.yol. 2.kast teşkilatı.
nehiy,ﯽﻬﻥ,1.olumsuzluk. 2.yasaklama.
nehr,ﺮﻬﻥ,"ırmak, nehir."
nehy,ﯽﻬﻥ,1.olumsuzluk. 2.yasaklama.
nekahet,ﺖهﺎﻘﻥ,hastalıktan sonraki tehlikeli geçiş dönemi.
nekbet,ﺖﺒﮑﻥ,1.talihsizlik. 2.felaket.
nemâ,ﺎﻤﻥ,"1.gelişme, büyüme, serpilme. 2.faiz."
neml,ﻞﻤﻥ,karınca.
nesc,ﺞﺴﻥ,doku.
neseb,ﺐﺴﻥ,soy.
nesh,ﺦﺴﻥ,1.hükümsüz kılma. 2.nesih yazı.
nesl,ﻞﺴﻥ,"kuşak, nesil."
nesr,ﺮﺜﻥ,düzyazı.
nesren,اﺮﺜﻥ,düzyazı ile.
nessac,جﺎﺴﻥ,dokumacı.
neş’et,ﺖﺌﺸﻥ,"kaynaklanma, ileri gelme, doğma, doğuş."
neşat,طﺎﺸﻥ,sevinç.
neşîde,ﻩﺪﻴﺸﻥ,1.şiir. 2.besteli ve güfteli eser.
neşr,ﺮﺸﻥ,1.yayma. 2.yayınlama. 3.yayınlanma.
neşriyat,تﺎیﺮﺸﻥ,yayın.
neşv ü nemâ,ﺎﻤﻥ و ﻮﺸﻥ,"serpilme, gelişme, büyüme."
neşve,ﻩﻮﺸﻥ,sevinç.
netâic,ﺞﺋﺎﺘﻥ,sonuçlar.
netîce,ﻪﺠﻴﺘﻥ,sonuç.
nev’,عﻮﻥ,"tür, nevi, çeşit."
nev’an mâ,ﺎﻡ ﺎﻋﻮﻥ,bir bakıma.
nevâdir,رداﻮﻥ,nadir olan değerli eşyalar.
nevâle,ﻪﻝاﻮﻥ,1.kısmet. 2.azık.
nevbet,ﺖﺑﻮﻥ,"sıra, nöbet."
nevha,ﻪﺣﻮﻥ,ağıt.
nevi,عﻮﻥ,"tür, çeşit."
nevm,مﻮﻥ,uyku.
nez’,عﺰﻥ,"1.can çekişme. 2.sökme, koparma, zorla alma."
nezâfet,ﺖﻓﺎﻈﻥ,temizlik.
nezâret,ترﺎﻈﻥ,1.nazırlık. 2.gözetme.
nezih,ﻪیﺰﻥ,temiz.
nezr,رﺬﻥ,adak.
nısf,ﻒﺼﻥ,"yarı, yarım."
nısfunnehâr,رﺎﻬﻨﻝا ﻒﺼﻥ,meridyen.
niam,ﻢﻌﻥ,nimetler.
nidâ’,ءاﺪﻥ,ses.
nifâk,قﺎﻔﻥ,ikiyüzlülük.
nihayet,ﺖیﺎﻬﻥ,son.
nikab,بﺎﻘﻥ,peçe.
nimet,ﺖﻤﻌﻥ,1.iyilik. 2.yiyecek.
nisâ,ﺎﺴﻥ,kadınlar.
nisâb,بﺎﺼﻥ,1.aranan sınır. 2.sermaye.
nisâr,رﺎﺜﻥ,saçma.
nisbet,ﺖﺒﺴﻥ,1.oran. 2.oranla.
nisbî,ﯽﺒﺴﻥ,göreceli.
nisvân,ناﻮﺴﻥ,kadınlar.
nisyân,نﺎﻴﺴﻥ,1.unutma. 2.unutulma.
niyâbet,ﺖﺑﺎﻴﻥ,"naiplik, vekillik."
niyyet,ﺖﻴﻥ,niyet.
nizâ,عاﺰﻥ,"kavga, çekişme."
nizâm,مﺎﻈﻥ,düzen.
noksân,نﺎﺼﻘﻥ,1.eksiklik. 2.kusur. 3.eksik.
nuhbe,ﻪﺒﺨﻥ,seçkin.
nukât,طﺎﻘﻥ,"noktalar, hususlar."
nukud,دﻮﻘﻥ,nakitler.
nukûş,شﻮﻘﻥ,"nakışlar, işlemeler."
nur,رﻮﻥ,ışık.
nuranî,ﯽﻥارﻮﻥ,"nurlu, ışıklı."
